"";"Município";"Código";"ICAO"
"315";"RIACHÃO DO BACAMARTE";2512754;"SBKG"
"316";"RIACHÃO DO BACAMARTE";2512754;"SBJP"
"317";"RIACHÃO DO POÇO";2512762;"SBKG"
"318";"RIACHÃO DO POÇO";2512762;"SBJP"
"319";"RIACHO DE SANTO ANTÔNIO";2512788;"SBKG"
"320";"RIACHO DE SANTO ANTÔNIO";2512788;"SBRF"
"321";"RIACHO DOS CAVALOS";2512804;"SBKG"
"322";"RIACHO DOS CAVALOS";2512804;"SBJU"
"323";"RIO TINTO";2512903;"SBKG"
"324";"RIO TINTO";2512903;"SBNT"
"325";"SALGADINHO";2513000;"SBKG"
"326";"SALGADINHO";2513000;"SBMS"
"327";"SALGADO DE SÃO FÉLIX";2513109;"SBKG"
"328";"SALGADO DE SÃO FÉLIX";2513109;"SBJP"
"329";"SANTA CECÍLIA";2513158;"SBKG"
"330";"SANTA CECÍLIA";2513158;"SBRF"
"331";"SANTA CRUZ";2513208;"SBKG"
"332";"SANTA CRUZ";2513208;"SBJU"
"333";"SANTA HELENA";2513307;"SBJU"
"334";"SANTA HELENA";2513307;"SBMS"
"335";"SANTA INÊS";2513356;"SBPL"
"336";"SANTA INÊS";2513356;"SBJU"
"337";"SANTA LUZIA";2513406;"SBKG"
"338";"SANTA LUZIA";2513406;"SBNT"
"339";"SANTA RITA";2513703;"SBKG"
"340";"SANTA RITA";2513703;"SBJP"
"341";"SANTA TERESINHA";2513802;"SBKG"
"342";"SANTA TERESINHA";2513802;"SBJU"
"343";"SANTANA DE MANGUEIRA";2513505;"SBKG"
"344";"SANTANA DE MANGUEIRA";2513505;"SBJU"
"345";"SANTANA DOS GARROTES";2513604;"SBKG"
"346";"SANTANA DOS GARROTES";2513604;"SBJU"
"347";"SANTARÉM";2513653;"SBFZ"
"348";"SANTARÉM";2513653;"SBJU"
"349";"SANTO ANDRÉ";2513851;"SBKG"
"350";"SANTO ANDRÉ";2513851;"SBJP"
"351";"SÃO BENTINHO";2513927;"SBKG"
"352";"SÃO BENTINHO";2513927;"SBJU"
"353";"SÃO BENTO";2513901;"SBKG"
"354";"SÃO BENTO";2513901;"SBJU"
"355";"SÃO DOMINGOS";2513968;"SBKG"
"356";"SÃO DOMINGOS";2513968;"SBJU"
"357";"SÃO DOMINGOS DO CARIRI";2513943;"SBKG"
"358";"SÃO DOMINGOS DO CARIRI";2513943;"SBJP"
"359";"SÃO FRANCISCO";2513984;"SBKG"
"360";"SÃO FRANCISCO";2513984;"SBJU"
"361";"SÃO JOÃO DO CARIRI";2514008;"SBKG"
"362";"SÃO JOÃO DO CARIRI";2514008;"SBJP"
"363";"SÃO JOÃO DO RIO DO PEIXE";2500700;"SBKG"
"364";"SÃO JOÃO DO RIO DO PEIXE";2500700;"SBJU"
"365";"SÃO JOÃO DO TIGRE";2514107;"SBMO"
"366";"SÃO JOÃO DO TIGRE";2514107;"SBKG"
"367";"SÃO JOSÉ DA LAGOA TAPADA";2514206;"SBKG"
"368";"SÃO JOSÉ DA LAGOA TAPADA";2514206;"SBJU"
"369";"SÃO JOSÉ DE CAIANA";2514305;"SBJU"
"370";"SÃO JOSÉ DE CAIANA";2514305;"SBMS"
"371";"SÃO JOSÉ DE ESPINHARAS";2514404;"SBKG"
"372";"SÃO JOSÉ DE ESPINHARAS";2514404;"SBJU"
"373";"SÃO JOSÉ DE PIRANHAS";2514503;"SBJU"
"374";"SÃO JOSÉ DE PIRANHAS";2514503;"SBMS"
"375";"SÃO JOSÉ DE PRINCESA";2514552;"SBKG"
"376";"SÃO JOSÉ DE PRINCESA";2514552;"SBJU"
"377";"SÃO JOSÉ DO BONFIM";2514602;"SBKG"
"378";"SÃO JOSÉ DO BONFIM";2514602;"SBJU"
"379";"SÃO JOSÉ DO BREJO DO CRUZ";2514651;"SBKG"
"380";"SÃO JOSÉ DO BREJO DO CRUZ";2514651;"SBNT"
"381";"SÃO JOSÉ DO SABUGI";2514701;"SBKG"
"382";"SÃO JOSÉ DO SABUGI";2514701;"SBNT"
"383";"SÃO JOSÉ DOS CORDEIROS";2514800;"SBKG"
"384";"SÃO JOSÉ DOS CORDEIROS";2514800;"SBJP"
"385";"SÃO JOSÉ DOS RAMOS";2514453;"SBKG"
"386";"SÃO JOSÉ DOS RAMOS";2514453;"SBJP"
"387";"SÃO MAMEDE";2514909;"SBKG"
"388";"SÃO MAMEDE";2514909;"SBNT"
"389";"SÃO MIGUEL DE TAIPU";2515005;"SBKG"
"390";"SÃO MIGUEL DE TAIPU";2515005;"SBJP"
"391";"SÃO SEBASTIÃO DE LAGOA DE ROÇA";2515104;"SBKG"
"392";"SÃO SEBASTIÃO DE LAGOA DE ROÇA";2515104;"SBNT"
"393";"SÃO SEBASTIÃO DO UMBUZEIRO";2515203;"SBMO"
"394";"SÃO SEBASTIÃO DO UMBUZEIRO";2515203;"SBKG"
"395";"SAPÉ";2515302;"SBKG"
"396";"SAPÉ";2515302;"SBJP"
"397";"SERIDÓ";2515401;"SBKG"
"398";"SERIDÓ";2515401;"SBNT"
"399";"SERRA BRANCA";2515500;"SBKG"
"400";"SERRA BRANCA";2515500;"SBJP"
"401";"SERRA DA RAIZ";2515609;"SBKG"
"402";"SERRA DA RAIZ";2515609;"SBNT"
"403";"SERRA GRANDE";2515708;"SBJU"
"404";"SERRA GRANDE";2515708;"SBMS"
"405";"SERRA REDONDA";2515807;"SBKG"
"406";"SERRA REDONDA";2515807;"SBJP"
"407";"SERRARIA";2515906;"SBKG"
"408";"SERRARIA";2515906;"SBNT"
"409";"SERTÃOZINHO";2515930;"SBKG"
"410";"SERTÃOZINHO";2515930;"SBNT"
"411";"SOBRADO";2515971;"SBKG"
"412";"SOBRADO";2515971;"SBJP"
"413";"SOLÂNEA";2516003;"SBKG"
"414";"SOLÂNEA";2516003;"SBNT"
"415";"SOLEDADE";2516102;"SBKG"
"416";"SOLEDADE";2516102;"SBNT"
"417";"SOSSÊGO";2516151;"SBKG"
"418";"SOSSÊGO";2516151;"SBNT"
"419";"SOUSA";2516201;"SBKG"
"420";"SOUSA";2516201;"SBJU"
"421";"SUMÉ";2516300;"SBKG"
"422";"SUMÉ";2516300;"SBJP"
"423";"TACIMA";2516409;"SBKG"
"424";"TACIMA";2516409;"SBNT"
"425";"TAPEROÁ";2516508;"SBKG"
"426";"TAPEROÁ";2516508;"SBNT"
"427";"TAVARES";2516607;"SBKG"
"428";"TAVARES";2516607;"SBJU"
"429";"TEIXEIRA";2516706;"SBKG"
"430";"TEIXEIRA";2516706;"SBJU"
"431";"TENÓRIO";2516755;"SBKG"
"432";"TENÓRIO";2516755;"SBNT"
"433";"TRIUNFO";2516805;"SBKG"
"434";"TRIUNFO";2516805;"SBJU"
"435";"UIRAÚNA";2516904;"SBKG"
"436";"UIRAÚNA";2516904;"SBJU"
"437";"UMBUZEIRO";2517001;"SBKG"
"438";"UMBUZEIRO";2517001;"SBJP"
"439";"VÁRZEA";2517100;"SBKG"
"440";"VÁRZEA";2517100;"SBNT"
"441";"VIEIRÓPOLIS";2517209;"SBKG"
"442";"VIEIRÓPOLIS";2517209;"SBJU"
"443";"VISTA SERRANA";2505501;"SBKG"
"444";"VISTA SERRANA";2505501;"SBJU"
"445";"ZABELÊ";2517407;"SBMO"
"446";"ZABELÊ";2517407;"SBKG"
