"";"Município";"Código";"ICAO"
"219";"MARACAÇUMÉ";2106326;"SBSL"
"220";"MARACAÇUMÉ";2106326;"SBBE"
"221";"MARAJÁ DO SENA";2106359;"SBSL"
"222";"MARAJÁ DO SENA";2106359;"SBIZ"
"223";"MARANHÃOZINHO";2106375;"SBSL"
"224";"MARANHÃOZINHO";2106375;"SBBE"
"225";"MATA ROMA";2106409;"SBSL"
"226";"MATA ROMA";2106409;"SBTE"
"227";"MATINHA";2106508;"SBSL"
"228";"MATINHA";2106508;"SBTE"
"229";"MATÕES";2106607;"SBTE"
"230";"MATÕES";2106607;"SBPB"
"231";"MATÕES DO NORTE";2106631;"SBSL"
"232";"MATÕES DO NORTE";2106631;"SBTE"
"233";"MILAGRES DO MARANHÃO";2106672;"SBSL"
"234";"MILAGRES DO MARANHÃO";2106672;"SBTE"
"235";"MIRADOR";2106706;"SBTE"
"236";"MIRADOR";2106706;"SBCI"
"237";"MIRANDA DO NORTE";2106755;"SBSL"
"238";"MIRANDA DO NORTE";2106755;"SBTE"
"239";"MIRINZAL";2106805;"SBSL"
"240";"MIRINZAL";2106805;"SBPB"
"241";"MONÇÃO";2106904;"SBSL"
"242";"MONÇÃO";2106904;"SBTE"
"243";"MONTES ALTOS";2107001;"SBMA"
"244";"MONTES ALTOS";2107001;"SBIZ"
"245";"MORROS";2107100;"SBSL"
"246";"MORROS";2107100;"SBPB"
"247";"NINA RODRIGUES";2107209;"SBSL"
"248";"NINA RODRIGUES";2107209;"SBTE"
"249";"NOVA COLINAS";2107258;"SBIZ"
"250";"NOVA COLINAS";2107258;"SBCI"
"251";"NOVA IORQUE";2107308;"SBTE"
"252";"NOVA IORQUE";2107308;"SBCI"
"253";"NOVA OLINDA DO MARANHÃO";2107357;"SBSL"
"254";"NOVA OLINDA DO MARANHÃO";2107357;"SBBE"
"255";"OLHO D'ÁGUA DAS CUNHÃS";2107407;"SBSL"
"256";"OLHO D'ÁGUA DAS CUNHÃS";2107407;"SBTE"
"257";"OLINDA NOVA DO MARANHÃO";2107456;"SBSL"
"258";"OLINDA NOVA DO MARANHÃO";2107456;"SBTE"
"259";"PAÇO DO LUMIAR";2107506;"SBSL"
"260";"PAÇO DO LUMIAR";2107506;"SBPB"
"261";"PALMEIRÂNDIA";2107605;"SBSL"
"262";"PALMEIRÂNDIA";2107605;"SBTE"
"263";"PARAIBANO";2107704;"SBTE"
"264";"PARAIBANO";2107704;"SBIZ"
"265";"PARNARAMA";2107803;"SBSL"
"266";"PARNARAMA";2107803;"SBTE"
"267";"PASSAGEM FRANCA";2107902;"SBSL"
"268";"PASSAGEM FRANCA";2107902;"SBTE"
"269";"PASTOS BONS";2108009;"SBTE"
"270";"PASTOS BONS";2108009;"SBCI"
"271";"PAULINO NEVES";2108058;"SBSL"
"272";"PAULINO NEVES";2108058;"SBPB"
"273";"PAULO RAMOS";2108108;"SBSL"
"274";"PAULO RAMOS";2108108;"SBIZ"
"275";"PEDREIRAS";2108207;"SBSL"
"276";"PEDREIRAS";2108207;"SBTE"
"277";"PEDRO DO ROSÁRIO";2108256;"SBSL"
"278";"PEDRO DO ROSÁRIO";2108256;"SBIZ"
"279";"PENALVA";2108306;"SBSL"
"280";"PENALVA";2108306;"SBTE"
"281";"PERI MIRIM";2108405;"SBSL"
"282";"PERI MIRIM";2108405;"SBPB"
"283";"PERITORÓ";2108454;"SBSL"
"284";"PERITORÓ";2108454;"SBTE"
"285";"PINDARÉ-MIRIM";2108504;"SBSL"
"286";"PINDARÉ-MIRIM";2108504;"SBIZ"
"287";"PINHEIRO";2108603;"SBSL"
"288";"PINHEIRO";2108603;"SBPB"
"289";"PIO XII";2108702;"SBSL"
"290";"PIO XII";2108702;"SBTE"
"291";"PIRAPEMAS";2108801;"SBSL"
"292";"PIRAPEMAS";2108801;"SBTE"
"293";"POÇÃO DE PEDRAS";2108900;"SBSL"
"294";"POÇÃO DE PEDRAS";2108900;"SBTE"
"295";"PORTO FRANCO";2109007;"SBMA"
"296";"PORTO FRANCO";2109007;"SBIZ"
"297";"PORTO RICO DO MARANHÃO";2109056;"SBSL"
"298";"PORTO RICO DO MARANHÃO";2109056;"SBPB"
"299";"PRESIDENTE DUTRA";2109106;"SBSL"
"300";"PRESIDENTE DUTRA";2109106;"SBTE"
"301";"PRESIDENTE JUSCELINO";2109205;"SBSL"
"302";"PRESIDENTE JUSCELINO";2109205;"SBTE"
"303";"PRESIDENTE MÉDICI";2109239;"SBSL"
"304";"PRESIDENTE MÉDICI";2109239;"SBBE"
"305";"PRESIDENTE SARNEY";2109270;"SBSL"
"306";"PRESIDENTE SARNEY";2109270;"SBBE"
"307";"PRESIDENTE VARGAS";2109304;"SBSL"
"308";"PRESIDENTE VARGAS";2109304;"SBTE"
"309";"PRIMEIRA CRUZ";2109403;"SBSL"
"310";"PRIMEIRA CRUZ";2109403;"SBPB"
"311";"RAPOSA";2109452;"SBSL"
"312";"RAPOSA";2109452;"SBPB"
"313";"RIACHÃO";2109502;"SBIZ"
"314";"RIACHÃO";2109502;"SBCI"
"315";"RIBAMAR FIQUENE";2109551;"SBMA"
"316";"RIBAMAR FIQUENE";2109551;"SBIZ"
"317";"ROSÁRIO";2109601;"SBSL"
"318";"ROSÁRIO";2109601;"SBPB"
"319";"SAMBAÍBA";2109700;"SBIZ"
"320";"SAMBAÍBA";2109700;"SBCI"
"321";"SANTA FILOMENA DO MARANHÃO";2109759;"SBTE"
"322";"SANTA FILOMENA DO MARANHÃO";2109759;"SBIZ"
"323";"SANTA HELENA";2109809;"SBSL"
"324";"SANTA HELENA";2109809;"SBBE"
"325";"SANTA INÊS";2109908;"SBSL"
"326";"SANTA INÊS";2109908;"SBIZ"
"327";"SANTA LUZIA";2110005;"SBSL"
"328";"SANTA LUZIA";2110005;"SBIZ"
"329";"SANTA LUZIA DO PARUÁ";2110039;"SBSL"
"330";"SANTA LUZIA DO PARUÁ";2110039;"SBBE"
"331";"SANTA QUITÉRIA DO MARANHÃO";2110104;"SBSL"
"332";"SANTA QUITÉRIA DO MARANHÃO";2110104;"SBPB"
"333";"SANTA RITA";2110203;"SBSL"
"334";"SANTA RITA";2110203;"SBTE"
"335";"SANTANA DO MARANHÃO";2110237;"SBSL"
"336";"SANTANA DO MARANHÃO";2110237;"SBTE"
"337";"SANTO AMARO DO MARANHÃO";2110278;"SBSL"
"338";"SANTO AMARO DO MARANHÃO";2110278;"SBPB"
"339";"SANTO ANTÔNIO DOS LOPES";2110302;"SBSL"
"340";"SANTO ANTÔNIO DOS LOPES";2110302;"SBTE"
"341";"SÃO BENEDITO DO RIO PRETO";2110401;"SBSL"
"342";"SÃO BENEDITO DO RIO PRETO";2110401;"SBTE"
"343";"SÃO BENTO";2110500;"SBSL"
"344";"SÃO BENTO";2110500;"SBTE"
"345";"SÃO BERNARDO";2110609;"SBSL"
"346";"SÃO BERNARDO";2110609;"SBTE"
"347";"SÃO DOMINGOS DO AZEITÃO";2110658;"SBTE"
"348";"SÃO DOMINGOS DO AZEITÃO";2110658;"SBCI"
"349";"SÃO DOMINGOS DO MARANHÃO";2110708;"SBSL"
"350";"SÃO DOMINGOS DO MARANHÃO";2110708;"SBTE"
"351";"SÃO FÉLIX DE BALSAS";2110807;"SBTE"
"352";"SÃO FÉLIX DE BALSAS";2110807;"SBCI"
"353";"SÃO FRANCISCO DO BREJÃO";2110856;"SBMA"
"354";"SÃO FRANCISCO DO BREJÃO";2110856;"SBIZ"
"355";"SÃO FRANCISCO DO MARANHÃO";2110906;"SBTE"
"356";"SÃO FRANCISCO DO MARANHÃO";2110906;"SBPB"
"357";"SÃO JOÃO BATISTA";2111003;"SBSL"
"358";"SÃO JOÃO BATISTA";2111003;"SBTE"
"359";"SÃO JOÃO DO CARÚ";2111029;"SBSL"
"360";"SÃO JOÃO DO CARÚ";2111029;"SBIZ"
"361";"SÃO JOÃO DO PARAÍSO";2111052;"SBMA"
"362";"SÃO JOÃO DO PARAÍSO";2111052;"SBIZ"
"363";"SÃO JOÃO DO SOTER";2111078;"SBSL"
"364";"SÃO JOÃO DO SOTER";2111078;"SBTE"
"365";"SÃO JOÃO DOS PATOS";2111102;"SBTE"
"366";"SÃO JOÃO DOS PATOS";2111102;"SBCI"
"367";"SÃO JOSÉ DE RIBAMAR";2111201;"SBSL"
"368";"SÃO JOSÉ DE RIBAMAR";2111201;"SBPB"
"369";"SÃO JOSÉ DOS BASÍLIOS";2111250;"SBSL"
"370";"SÃO JOSÉ DOS BASÍLIOS";2111250;"SBTE"
"371";"SÃO LUÍS";2111300;"SBSL"
"372";"SÃO LUÍS";2111300;"SBPB"
"373";"SÃO LUÍS GONZAGA DO MARANHÃO";2111409;"SBSL"
"374";"SÃO LUÍS GONZAGA DO MARANHÃO";2111409;"SBTE"
"375";"SÃO MATEUS DO MARANHÃO";2111508;"SBSL"
