"SE","casos","tweets","temp.mean","temp.sd","temp.min","temp.max","umid.mean","umid.sd","umid.min","umid.max"
201031,84,NA,21.1957142857143,2.07285714285714,18.2857142857143,25.5714285714286,76.78,10.83,56.7142857142857,90.5714285714286
201032,73,NA,20.8757142857143,2.8,17,25.4285714285714,69.9928571428571,12.4814285714286,48.7142857142857,86.8571428571429
201033,49,NA,18.4114285714286,3.00857142857143,14.1428571428571,23.2857142857143,70.9057142857143,14.6714285714286,44.8571428571429,89.7142857142857
201034,53,NA,23.0285714285714,4.48,16.8571428571429,31,67.5714285714286,18.3942857142857,34,90.5714285714286
201035,35,NA,23.9942857142857,3.78,19.1428571428571,30,67.2642857142857,17.3571428571429,39.7142857142857,89.7142857142857
201036,35,NA,20.9914285714286,2.13857142857143,18,24.7142857142857,74.0685714285714,10.1828571428571,55.5714285714286,89.8571428571429
201037,45,NA,23.01,3.54428571428571,18.2857142857143,29.4285714285714,68.5457142857143,14.0585714285714,42.7142857142857,88.2857142857143
201038,31,NA,23.0042857142857,3.13428571428571,18.8571428571429,28.1428571428571,69.4014285714286,13.65,47.7142857142857,89.2857142857143
201039,26,NA,23.0785714285714,1.57571428571429,21.1428571428571,26.2857142857143,81.6742857142857,7.45428571428571,67,91.5714285714286
201040,27,NA,22.6842857142857,2.11714285714286,19.7142857142857,26.4285714285714,71.6557142857143,9.38857142857143,56,87
201041,29,NA,21.51,2.86285714285714,17.4285714285714,26.1428571428571,68.87,13.4657142857143,46.7142857142857,88.1428571428571
201042,28,NA,22.6871428571429,2.05571428571429,19.7142857142857,26.4285714285714,72.4228571428571,10.17,54.8571428571429,87.5714285714286
201043,34,NA,23.4114285714286,2.58,20.1428571428571,28,74.3157142857143,12.9214285714286,52.2857142857143,92.2857142857143
201044,44,NA,24.5871428571429,2.38285714285714,21,28.4285714285714,72.1485714285714,10.4414285714286,55.1428571428571,87.8571428571429
201045,50,NA,23.4757142857143,1.91428571428571,21,26.7142857142857,74.9728571428572,9.16,58.8571428571429,87.5714285714286
201046,54,NA,22.6757142857143,2.10142857142857,20,26.2857142857143,78.9857142857143,8.52428571428571,64,89.7142857142857
201047,75,NA,25.2485714285714,1.98428571428571,22.7142857142857,28.8571428571429,80.0742857142857,9.65,63.7142857142857,93.2857142857143
201048,102,NA,27.6642857142857,2.76285714285714,24.2857142857143,32.4285714285714,72.32,11.0628571428571,53.1428571428571,88
201049,112,NA,26.8828571428571,2.31285714285714,23.8571428571429,30.8571428571429,76.3657142857143,10.7414285714286,58,91.1428571428571
201050,143,NA,27.26,2.73857142857143,23.7142857142857,32.1428571428571,75.0628571428571,10.8785714285714,55.8571428571429,90.4285714285714
201051,120,NA,27.2742857142857,2.39285714285714,24,31.5714285714286,75.1885714285714,10.3785714285714,54.8571428571429,90.4285714285714
201052,139,NA,25.2171428571429,1.98714285714286,22.8571428571429,28.5714285714286,79.6128571428571,10.3214285714286,60.4285714285714,94.1428571428571
201101,205,NA,26.8028571428571,2.45,23.5714285714286,30.7142857142857,76.5242857142857,10.3714285714286,59.2857142857143,90.1428571428571
201102,269,NA,27.6657142857143,2.74142857142857,24.1428571428571,32.8571428571429,75.3485714285714,12.7714285714286,50.4285714285714,91
201103,269,60,28.6342857142857,3.00857142857143,24.8571428571429,33.8571428571429,71.8242857142857,12.5757142857143,49.5714285714286,90.2857142857143
201104,461,73,29.2971428571429,3.58714285714286,24.4285714285714,35,62.8157142857143,14.9785714285714,38.5714285714286,84.1428571428571
201105,740,108,28.6642857142857,2.97285714285714,24.8571428571429,33.8571428571429,67.5628571428571,12.5985714285714,45.1428571428571,84.1428571428571
201106,1112,203,29.5014285714286,3.69571428571429,24.7142857142857,35.5714285714286,60.6971428571429,15.1814285714286,37.7142857142857,82.5714285714286
201107,1432,218,28.7857142857143,3.24571428571429,24.2857142857143,34,61.5414285714286,14.0185714285714,39.2857142857143,81
201108,1521,248,28.04,2.76428571428571,24.4285714285714,33.4285714285714,67.2942857142857,12.2971428571429,43.8571428571429,85.4285714285714
201109,1393,251,25.0071428571429,1.53142857142857,23,28,80.3685714285714,8.48,63.7142857142857,91.1428571428571
201110,1509,196,24.7614285714286,1.64285714285714,22.7142857142857,28,83.4328571428571,8.47571428571429,66.5714285714286,93.2857142857143
201111,2520,324,26.1028571428571,2.15857142857143,23.1428571428571,30.2857142857143,76.7714285714286,10.4442857142857,57,91.1428571428571
201112,3912,695,25.4485714285714,2.23285714285714,22.7142857142857,29.7142857142857,77.6814285714286,11.1957142857143,57.1428571428571,92.5714285714286
201113,4299,800,26.1242857142857,2.06142857142857,23.4285714285714,30.4285714285714,78.9957142857143,9.69857142857143,60.8571428571429,92.5714285714286
201114,5172,789,24.8428571428571,2.17142857142857,22.1428571428571,28.8571428571429,77.6485714285714,9.88142857142857,61.7142857142857,90.2857142857143
201115,4405,808,26.9271428571429,2.74428571428571,23.1428571428571,32,74.7842857142857,11.5742857142857,51.8571428571429,91.7142857142857
201116,3679,639,26.5128571428571,3.00428571428571,22.4285714285714,31.5714285714286,72.8328571428571,14.1371428571429,48,91.8571428571429
201117,3978,621,23.4914285714286,2.00142857142857,20.7142857142857,27.1428571428571,81.4671428571429,9.32285714285714,64.2857142857143,94.8571428571429
201118,3200,526,23.9428571428571,2.24142857142857,20.7142857142857,28.1428571428571,76.4228571428571,11.3742857142857,54.4285714285714,92.4285714285714
201119,2831,671,22.4957142857143,1.86428571428571,20.1428571428571,25.8571428571429,79.7842857142857,9.69714285714286,58.8571428571429,91.4285714285714
201120,2263,450,20.3385714285714,1.99142857142857,17.7142857142857,24,80.4314285714286,10.0428571428571,60.4285714285714,93.1428571428571
201121,1644,289,21.1928571428571,2.90714285714286,17,26.5714285714286,76.39,13.1157142857143,48.8571428571429,92.2857142857143
201122,1460,244,20.84,2.04714285714286,18,24.5714285714286,75.1357142857143,10.6828571428571,54.2857142857143,89
201123,919,159,19.5557142857143,2.69285714285714,15.7142857142857,24,72.9742857142857,12.8642857142857,51.7142857142857,90.5714285714286
201124,687,152,19.8114285714286,3.01428571428571,16,24.5714285714286,75.9342857142857,14.6057142857143,48.7142857142857,93.1428571428571
201125,430,130,21.4042857142857,2.73714285714286,17.5714285714286,26.5714285714286,79.0328571428571,12.1385714285714,53.5714285714286,92.2857142857143
201126,357,174,20.4385714285714,2.56428571428571,17,25.4285714285714,76.4414285714286,11.2657142857143,54.7142857142857,90.8571428571429
201127,254,109,18.0114285714286,1.83857142857143,15.5714285714286,21.1428571428571,79.3657142857143,9.25285714285714,62.2857142857143,92.2857142857143
201128,213,89,20.1757142857143,3.90285714285714,15.5714285714286,27.5714285714286,76.2085714285714,17.77,39.4285714285714,94.8571428571429
201129,162,95,22.1314285714286,2.48714285714286,18.8571428571429,26.7142857142857,75.2057142857143,10.6857142857143,55.1428571428571,89.7142857142857
201130,144,76,21.2342857142857,3.50571428571429,16.5714285714286,27,69.7828571428571,15.6357142857143,43.2857142857143,90.8571428571429
201131,111,56,20.8171428571429,2.31428571428571,17.8571428571429,25.2857142857143,69.9342857142857,11.1271428571429,51.1428571428571,86.7142857142857
201132,120,57,22.1714285714286,3.11,18.4285714285714,27.8571428571429,74.2057142857143,13.2171428571429,48.8571428571429,90
201133,124,75,23.85,3.60428571428571,19.1428571428571,30.4285714285714,65.48,15.7028571428571,38.4285714285714,85.4285714285714
201134,92,43,20.9128571428571,1.84285714285714,18.4285714285714,24.4285714285714,77.4014285714286,8.32285714285714,61,89
201135,82,91,22.08,3.39285714285714,17.8571428571429,28,62.78,16.3328571428571,35.2857142857143,83.7142857142857
201136,108,58,22.2471428571429,3.64857142857143,17,28.5714285714286,68.6171428571429,14.3414285714286,42.7142857142857,87.4285714285714
201137,98,59,21.0842857142857,1.81714285714286,18.7142857142857,23.8571428571429,73.41,8.73142857142857,58.1428571428571,86
201138,162,42,22.4285714285714,3.17,18,27.7142857142857,66.4142857142857,12.8628571428571,43.8571428571429,85.1428571428571
201139,175,54,22.52,3.31142857142857,18.2857142857143,28,67.18,13.9857142857143,43.2857142857143,85.8571428571429
201140,173,68,23.4585714285714,2.29714285714286,20.2857142857143,27.2857142857143,71.0914285714286,10.2357142857143,54.7142857142857,86
201141,194,61,25.3228571428571,2.86857142857143,21.8571428571429,30.7142857142857,73.5442857142857,12.3214285714286,50.5714285714286,90.2857142857143
201142,179,88,20.3285714285714,1.61,18,23,77.6985714285714,9.50571428571429,62.4285714285714,90.7142857142857
201143,232,101,25.29,3.33,20.7142857142857,30.5714285714286,66.07,12.9842857142857,45.7142857142857,84.4285714285714
201144,218,81,20.6085714285714,2.14,17.7142857142857,24.2857142857143,69.1842857142857,11.0585714285714,52.4285714285714,86.7142857142857
201145,304,82,24.4642857142857,2.99428571428571,20.1428571428571,29.1428571428571,67.5528571428571,12.3585714285714,49.2857142857143,85.8571428571429
201146,252,85,22.4328571428571,1.34428571428571,20.7142857142857,25,79.2571428571429,8.17,64.7142857142857,91.5714285714286
201147,401,71,24.2014285714286,2.45428571428571,20.7142857142857,28,72.7157142857143,10.59,56,89.2857142857143
201148,418,97,23.9814285714286,2,21.2857142857143,27.5714285714286,76.2842857142857,9.96285714285714,58,90.7142857142857
201149,502,78,24.5471428571429,1.77,22.4285714285714,28,78.1642857142857,7.30857142857143,63.2857142857143,87.7142857142857
201150,581,98,25.8057142857143,2.74285714285714,22.4285714285714,30.4285714285714,73.8585714285714,12.49,52.2857142857143,90.1428571428571
201151,512,107,27.7071428571429,3.61142857142857,23,34.1428571428571,65.9,15.2885714285714,40,86.2857142857143
201152,535,61,24.15,1.51,22.1428571428571,27.4285714285714,80.3328571428571,7.54714285714286,65.5714285714286,90.2857142857143
201201,861,140,24.62,2.34142857142857,21.8571428571429,28.8571428571429,79.2142857142857,10.3342857142857,59.5714285714286,91.8571428571429
201202,978,102,26.1057142857143,2.56285714285714,22.8571428571429,30.5714285714286,74.2728571428571,11.2571428571429,54.1428571428571,88.2857142857143
201203,1280,125,27.0857142857143,2.73142857142857,23.5714285714286,32.1428571428571,72.4014285714286,12.69,51.8571428571429,90.2857142857143
201204,1459,77,26.7485714285714,2.86571428571429,22.7142857142857,31.2857142857143,69.8028571428571,12.3028571428571,50.7142857142857,88.7142857142857
201205,1685,86,25.4628571428571,2.96142857142857,21.4285714285714,30.2857142857143,74.0314285714286,12.5585714285714,52.1428571428571,91
201206,2025,87,28.0985714285714,3.27571428571429,23.8571428571429,34,67.2042857142857,13.8971428571429,41.8571428571429,86.2857142857143
201207,2480,120,26.7828571428571,2.79142857142857,23,31.2857142857143,71.6228571428571,12.9385714285714,49,90.4285714285714
201208,2963,102,27.9428571428571,3.21,23.5714285714286,33.2857142857143,64.6228571428571,14.1614285714286,42.2857142857143,84.8571428571429
201209,4235,222,29.0828571428571,3.58142857142857,24.1428571428571,35,60.5685714285714,15.4171428571429,35.8571428571429,83.5714285714286
201210,4967,242,26.48,2.39,22.7142857142857,30.5714285714286,71.7528571428571,12.8185714285714,49.8571428571429,90.2857142857143
201211,4859,206,26.5671428571429,3.02428571428571,23.2857142857143,32.2857142857143,72.2885714285714,15.2814285714286,45.5714285714286,91
201212,5808,252,25.9428571428571,2.65857142857143,22.8571428571429,31,73.1814285714286,13.2742857142857,50.2857142857143,91
201213,6129,267,25.55,2.21285714285714,22.7142857142857,29.4285714285714,79.2414285714286,10.41,60.1428571428571,92.7142857142857
201214,6243,262,25.9142857142857,2.33714285714286,22.8571428571429,30.1428571428571,76.78,10.5457142857143,57.4285714285714,91.8571428571429
201215,7525,300,26.1485714285714,2.63142857142857,22.8571428571429,31.4285714285714,77.3271428571429,11.9957142857143,53,92.5714285714286
201216,8644,442,24.8114285714286,2.54857142857143,21.4285714285714,29.2857142857143,75.7071428571429,12.3442857142857,52.8571428571429,92.5714285714286
201217,8301,556,24.5328571428571,2.26428571428571,21.4285714285714,28.5714285714286,78.4085714285714,11.6914285714286,57.1428571428571,94.8571428571429
201218,6974,429,21.9771428571429,1.87714285714286,19.4285714285714,25,80.6285714285714,9.56714285714286,63.1428571428571,94.8571428571429
201219,6396,561,23.37,2.77714285714286,19.5714285714286,28,75.2542857142857,13.56,51,94
201220,5683,437,20.6271428571429,1.98285714285714,17.8571428571429,24.4285714285714,82.5571428571429,11.0485714285714,60.4285714285714,96.5714285714286
201221,5010,323,21.6842857142857,2.95428571428571,17.8571428571429,26.5714285714286,75.7942857142857,13.8971428571429,50.1428571428571,94
201222,4038,377,23.8442857142857,2.57,20.8571428571429,28.8571428571429,78.8542857142857,11.1457142857143,55.8571428571429,92.7142857142857
201223,3041,271,23.4728571428571,1.90428571428571,20.8571428571429,26.7142857142857,81.2771428571428,9.83571428571429,63.7142857142857,94.1428571428571
201224,2448,215,21.9885714285714,2.41285714285714,19.1428571428571,26.5714285714286,80.4514285714286,12.2742857142857,55,94
201225,1709,162,22.95,2.01285714285714,20.5714285714286,26.7142857142857,78.8671428571429,10.7871428571429,58.7142857142857,93.2857142857143
201226,1226,169,21.5742857142857,2.72428571428571,17.7142857142857,26.2857142857143,79.9485714285714,12.8942857142857,55.2857142857143,96.5714285714286
201227,924,148,23.2571428571429,3.86,17.7142857142857,29.4285714285714,71.4571428571429,17.8,38.8571428571429,93.1428571428571
201228,604,147,20.2228571428571,2.15714285714286,17.1428571428571,24,77.3714285714286,12.1942857142857,55.7142857142857,94
201229,450,94,19.5114285714286,1.73285714285714,17.2857142857143,22.5714285714286,80.8228571428571,8.94714285714286,63.1428571428571,92.2857142857143
201230,333,66,22.7714285714286,3.57714285714286,18,29.1428571428571,74.9728571428571,15.9014285714286,43.8571428571429,93.1428571428571
201231,469,90,23.1071428571429,3.06857142857143,18.8571428571429,28.1428571428571,74.5057142857143,15.16,47.8571428571429,94
201232,403,84,21.3014285714286,3.13571428571429,16.5714285714286,26.5714285714286,70.9914285714286,15.4057142857143,42.2857142857143,91.4285714285714
201233,424,63,22.4157142857143,3.23857142857143,17.2857142857143,28,72.1771428571429,14.5028571428571,45.4285714285714,92.2857142857143
201234,341,56,22.4114285714286,3.63142857142857,17.1428571428571,28.2857142857143,67.0557142857143,16.5614285714286,38.8571428571429,89
201235,231,63,20.8971428571429,2.38285714285714,17.5714285714286,25.4285714285714,74.1514285714286,13.33,49.8571428571429,91.4285714285714
201236,167,53,22.2242857142857,3.15428571428571,17.7142857142857,27.4285714285714,69.3628571428571,14.1385714285714,45.1428571428571,89
201237,194,84,24.2114285714286,2.67,20.7142857142857,29,71.2357142857143,12.8542857142857,50,87.4285714285714
201238,181,69,25.75,3.54428571428571,21,32.4285714285714,66.6028571428571,16.0528571428571,36.8571428571429,87.5714285714286
201239,144,49,20.5142857142857,2.65142857142857,16.8571428571429,24.8571428571429,67.7828571428571,13.3057142857143,45.1428571428571,85.8571428571429
201240,155,52,23.8471428571429,3.83428571428571,18.7142857142857,29.5714285714286,63.48,15.0628571428571,41.2857142857143,86.5714285714286
201241,138,48,25.0514285714286,3.20714285714286,20.7142857142857,30.2857142857143,64.8557142857143,14.2085714285714,41.5714285714286,85.5714285714286
201242,170,63,23.5042857142857,2.68857142857143,19.7142857142857,27.7142857142857,68.1028571428571,13.5642857142857,46,87.4285714285714
201243,169,87,26.0771428571429,2.81285714285714,22.8571428571429,31.1428571428571,70.0928571428571,12.4714285714286,49,87
201244,155,60,25.9828571428571,1.96857142857143,23.2857142857143,29.4285714285714,73.6228571428571,9.28714285714286,57.2857142857143,87.8571428571429
201245,159,53,24.9557142857143,1.75,22.7142857142857,28.1428571428571,75.7971428571429,8.09,60.8571428571429,87.7142857142857
201246,129,70,23.1285714285714,1.81428571428571,20.7142857142857,26.1428571428571,78.5871428571429,9.23571428571429,63.1428571428571,91.7142857142857
201247,146,64,24.4814285714286,2.77714285714286,21,29.8571428571429,71.83,12.67,49.2857142857143,90
201248,191,74,24.0628571428571,1.70714285714286,21.7142857142857,27.4285714285714,80.2457142857143,8.26714285714286,62.4285714285714,90.8571428571429
201249,185,86,28.74,3.27571428571429,24.4285714285714,34.2857142857143,65.93,13.9857142857143,43,86.5714285714286
201250,198,86,27.53,2.71285714285714,24.2857142857143,32.7142857142857,73.8871428571429,12.35,51.1428571428571,88.8571428571429
201251,169,71,28.3228571428571,2.75142857142857,25.1428571428571,32.7142857142857,72.8728571428571,13.7314285714286,50.7142857142857,91.1428571428571
201252,167,72,29.7971428571429,3.08,25.7142857142857,35.1428571428571,64.6842857142857,13.7071428571429,40.1428571428571,84.7142857142857
201301,412,96,27.6128571428571,2.59,24.2857142857143,31.8571428571429,72.9528571428571,11.4057142857143,53.8571428571429,88.2857142857143
201302,706,135,26.9457142857143,2.69142857142857,22.8571428571429,31.4285714285714,73.1014285714286,11.1557142857143,53.7142857142857,88.1428571428571
201303,727,212,25.6057142857143,2.61285714285714,22.2857142857143,30.2857142857143,80.65,12.1814285714286,56.8571428571429,94.8571428571429
201304,910,195,25.77,2.40428571428571,22.7142857142857,29.8571428571429,79.1042857142857,13.9914285714286,58.5714285714286,95.7142857142857
201305,1087,185,25.3142857142857,1.89571428571429,23,28.7142857142857,79.9385714285714,9.46285714285714,62,92.5714285714286
201306,1030,184,25.7157142857143,2.18285714285714,23,29.8571428571429,80.3871428571429,10.49,62,94.1428571428571
201307,1353,224,29.5542857142857,3.09571428571429,25.7142857142857,35,68.5557142857143,14.9971428571429,42.8571428571429,89.7142857142857
201308,2501,440,29.49,3.19571428571429,25.1428571428571,35,65.6557142857143,14.27,40.1428571428571,86.5714285714286
201309,2979,473,26.4257142857143,2.50428571428571,22.8571428571429,30.8571428571429,75.5928571428571,12.1214285714286,53.7142857142857,92.5714285714286
201310,3073,474,27.9057142857143,3.06857142857143,24.4285714285714,33.7142857142857,74.2614285714286,13.6257142857143,48.2857142857143,91.1428571428571
201311,4107,659,27.3357142857143,2.53142857142857,24.4285714285714,31.8571428571429,77.8671428571429,12.1928571428571,55.2857142857143,92.5714285714286
201312,4090,869,25.2985714285714,1.91142857142857,22.8571428571429,28.7142857142857,80.6557142857143,9.47,62.4285714285714,93.4285714285714
201313,3895,852,24.6542857142857,1.63142857142857,22.7142857142857,28,81.0657142857143,9.42571428571429,63.8571428571429,93.4285714285714
201314,5116,932,25.4957142857143,2.18714285714286,22.7142857142857,29.2857142857143,82.1185714285714,9.87714285714286,62.1428571428571,94
201315,5115,1369,25.6728571428571,2.00857142857143,23.1428571428571,29.2857142857143,75.7814285714286,10.4385714285714,57.5714285714286,91.1428571428571
201316,4240,783,22.9371428571429,2.09142857142857,20.2857142857143,26.8571428571429,74.8828571428571,12.4185714285714,52,90.7142857142857
201317,2989,601,22.5942857142857,2.55857142857143,19.1428571428571,27,74.47,13.6242857142857,50.7142857142857,91.4285714285714
201318,2847,443,24.2728571428571,3.12285714285714,20.2857142857143,30,74.5414285714286,15.0928571428571,44.7142857142857,93.1428571428571
201319,1935,368,21.9485714285714,2.89714285714286,17.8571428571429,26.2857142857143,72.3714285714286,13.7285714285714,49.1428571428571,91.4285714285714
201320,1274,304,23.6028571428571,3.25857142857143,19.4285714285714,28.8571428571429,76.53,15.3285714285714,48.1428571428571,94
201321,963,206,22.3257142857143,1.94,19.7142857142857,25.7142857142857,77.3114285714286,11.3914285714286,56.1428571428571,93.1428571428571
201322,571,193,22.3714285714286,2.55142857142857,19.1428571428571,27,76.2628571428571,12.2971428571429,53.7142857142857,93.1428571428571
201323,468,164,22.3471428571429,2.52857142857143,18.8571428571429,27,82.3242857142857,11.3814285714286,59.5714285714286,97.4285714285714
201324,383,146,22.6828571428571,2.30571428571429,19.4285714285714,27,78.6042857142857,12.5428571428571,52.8571428571429,94
201325,294,150,22.714,2.354,19.6,27.2,77.846,11.632,52.6,91.6
201326,235,123,22.5328571428571,2.28285714285714,19.4285714285714,26.8571428571429,78.1028571428571,11.5785714285714,56,92.2857142857143
201327,186,88,21.1228571428571,2.31428571428571,17.7142857142857,25.1428571428571,79.4,11.3114285714286,55.1428571428571,93.1428571428571
201328,137,90,20.3485714285714,3.33857142857143,15.4285714285714,25.5714285714286,75.8757142857143,14.4514285714286,51.7142857142857,93.1428571428571
201329,124,84,23.0928571428571,3.11714285714286,19.4285714285714,29.1428571428571,75.94,15.77,46.2857142857143,94.8571428571429
201330,62,57,19.87,1.74,17.4285714285714,22.8571428571429,77.9528571428571,9.55285714285714,60.2857142857143,90.7142857142857
201331,79,148,20.1928571428571,3.77,15.1428571428571,26.8571428571429,74.3542857142857,16.58,42.8571428571429,94
201332,58,155,22.98,3.49857142857143,18.4285714285714,29.1428571428571,71.8257142857143,16.0357142857143,42.8571428571429,90.5714285714286
201333,43,71,20.4185714285714,2.20571428571429,17.4285714285714,24.2857142857143,73.4757142857143,11.32,52,88.2857142857143
201334,53,97,22.3542857142857,3.14714285714286,18.1428571428571,27.4285714285714,70.51,14.2228571428571,47.2857142857143,90.7142857142857
201335,35,63,20.9071428571429,2.58714285714286,17,25.5714285714286,71.2685714285714,12.5642857142857,48.5714285714286,89.8571428571429
201336,46,55,22.2885714285714,2.97571428571429,18.1428571428571,27.2857142857143,71.5157142857143,14.2028571428571,47.5714285714286,89.7142857142857
201337,54,46,23.8214285714286,3.69714285714286,18.4285714285714,29.8571428571429,66.7671428571429,16.8814285714286,38,89
201338,39,115,25.64,3.38,21.1428571428571,31.2857142857143,69.3742857142857,15.8942857142857,43.8571428571429,90.7142857142857
201339,63,45,22.2314285714286,2.01714285714286,19.2857142857143,25.8571428571429,68.9828571428571,11.3985714285714,50.5714285714286,86.8571428571429
201340,46,56,23.1514285714286,1.60857142857143,20.5714285714286,26,76.7457142857143,9.84714285714286,59.5714285714286,91.5714285714286
201341,44,53,21.1185714285714,2.58571428571429,17.1428571428571,25.1428571428571,64.6485714285714,12.6971428571429,44.2857142857143,83.4285714285714
201342,47,57,23.9014285714286,2.45428571428571,20.4285714285714,28,71.2542857142857,11.1357142857143,52.8571428571429,87
201343,58,69,26.15,2.62,22.7142857142857,30.7142857142857,69.2171428571429,11.5871428571429,49,84.1428571428571
201344,54,66,22.82,2.06571428571429,19.8571428571429,26.4285714285714,62.1971428571429,10.4928571428571,44.7142857142857,78.7142857142857
201345,38,54,22.6314285714286,2.33714285714286,19.5714285714286,27,73.2871428571429,10.2771428571429,55,87.8571428571429
201346,42,63,26.4228571428571,3.35142857142857,22,31.7142857142857,61.3728571428571,14.32,38,81
201347,65,86,25.1057142857143,2.76714285714286,21.1428571428571,29.7142857142857,70.9442857142857,12.5428571428571,49.1428571428571,87.8571428571429
201348,88,74,25.17,1.98857142857143,22.4285714285714,28.5714285714286,75.6471428571429,9.50857142857143,60.5714285714286,90
201349,92,60,26.5757142857143,2.62285714285714,23.2857142857143,30.8571428571429,72.29,12.8571428571429,50.5714285714286,89.7142857142857
201350,62,NA,25.4171428571429,1.95142857142857,23,28.8571428571429,75.5114285714286,9.66,58.8571428571429,87.8571428571429
201351,25,NA,24.2842857142857,1.67714285714286,22.2857142857143,27.1428571428571,74.7957142857143,8.97142857142857,59.1428571428571,87
201352,3,NA,26.2357142857143,2.27,22.8571428571429,30.2857142857143,75.0928571428571,11.1714285714286,55.8571428571429,90.2857142857143
201401,69,27,29.7657142857143,3.44714285714286,25.5714285714286,35.8571428571429,66.9871428571429,15.83,39.5714285714286,88.2857142857143
201402,124,64,28.6542857142857,3.39,24.2857142857143,34.1428571428571,61.6785714285714,14.5928571428571,37.8571428571429,82.4285714285714
201403,103,82,27.9514285714286,3.03428571428571,23.5714285714286,32.5714285714286,67.1457142857143,13.39,46,87.2857142857143
201404,104,76,28.8685714285714,3.43285714285714,24.4285714285714,34.8571428571429,62.6357142857143,15.1314285714286,38,85.4285714285714
