"SE","tweets","APS","casos","estacao","x"
201106,203,"AP5.2",171,"afonsos",22.1666666666667
201107,218,"AP5.2",130,"afonsos",21.4285714285714
201108,248,"AP5.2",151,"afonsos",21.8571428571429
201109,251,"AP5.2",130,"afonsos",21.8333333333333
201110,196,"AP5.2",141,"afonsos",21.8571428571429
201111,324,"AP5.2",355,"afonsos",20.8333333333333
201112,695,"AP5.2",704,"afonsos",20
201113,800,"AP5.2",851,"afonsos",20.4285714285714
201114,789,"AP5.2",918,"afonsos",19.1666666666667
201115,808,"AP5.2",1013,"afonsos",20.2857142857143
201116,639,"AP5.2",842,"afonsos",19.3333333333333
201117,621,"AP5.2",953,"afonsos",18.5714285714286
201118,526,"AP5.2",745,"afonsos",18.1428571428571
201119,671,"AP5.2",594,"afonsos",16.5714285714286
201120,450,"AP5.2",467,"afonsos",14.5714285714286
201121,289,"AP5.2",367,"afonsos",14
201122,244,"AP5.2",325,"afonsos",14.1428571428571
201123,159,"AP5.2",195,"afonsos",11.8571428571429
201124,152,"AP5.2",141,"afonsos",12.2857142857143
201125,130,"AP5.2",70,"afonsos",14.1428571428571
201126,174,"AP5.2",63,"afonsos",13
201127,109,"AP5.2",31,"afonsos",13.8
201128,89,"AP5.2",30,"afonsos",13.6666666666667
201129,95,"AP5.2",33,"afonsos",14.1428571428571
201130,76,"AP5.2",24,"afonsos",13.1666666666667
201131,56,"AP5.2",26,"afonsos",15
201132,57,"AP5.2",20,"afonsos",16.2857142857143
201133,75,"AP5.2",22,"afonsos",15
201134,43,"AP5.2",16,"afonsos",16.6
201135,91,"AP5.2",19,"afonsos",14.7142857142857
201136,58,"AP5.2",17,"afonsos",15.1428571428571
201137,59,"AP5.2",18,"afonsos",16.8571428571429
201138,42,"AP5.2",32,"afonsos",16.8571428571429
201139,54,"AP5.2",38,"afonsos",15.1428571428571
201140,68,"AP5.2",27,"afonsos",18.4285714285714
201141,61,"AP5.2",35,"afonsos",20.1666666666667
201142,88,"AP5.2",28,"afonsos",16.1428571428571
201143,101,"AP5.2",47,"afonsos",18.6666666666667
201144,81,"AP5.2",36,"afonsos",16.2
201145,82,"AP5.2",32,"afonsos",18.7142857142857
201146,85,"AP5.2",36,"afonsos",18.8571428571429
201147,71,"AP5.2",78,"afonsos",19.8333333333333
201148,97,"AP5.2",109,"afonsos",19.4285714285714
201149,78,"AP5.2",86,"afonsos",21.2857142857143
201150,98,"AP5.2",54,"afonsos",20.1666666666667
201151,107,"AP5.2",35,"afonsos",20.5714285714286
201152,61,"AP5.2",40,"afonsos",21
201201,140,"AP5.2",75,"afonsos",19.6666666666667
201202,102,"AP5.2",98,"afonsos",21.1666666666667
201203,125,"AP5.2",104,"afonsos",22
201204,77,"AP5.2",157,"afonsos",21
201205,86,"AP5.2",211,"afonsos",20
201206,87,"AP5.2",238,"afonsos",21.2857142857143
201207,120,"AP5.2",231,"afonsos",20.75
201208,102,"AP5.2",280,"afonsos",22.3333333333333
201209,222,"AP5.2",449,"afonsos",21.6666666666667
201210,242,"AP5.2",614,"afonsos",22.1666666666667
201211,206,"AP5.2",583,"afonsos",21.5714285714286
201212,252,"AP5.2",828,"afonsos",20.5714285714286
201213,267,"AP5.2",715,"afonsos",20.8571428571429
201214,262,"AP5.2",727,"afonsos",20.7142857142857
201215,300,"AP5.2",863,"afonsos",21.1428571428571
201216,442,"AP5.2",965,"afonsos",19.4285714285714
201217,556,"AP5.2",872,"afonsos",19.7142857142857
201218,429,"AP5.2",710,"afonsos",17.3333333333333
201219,561,"AP5.2",643,"afonsos",16.5714285714286
201220,437,"AP5.2",463,"afonsos",16.4285714285714
201221,323,"AP5.2",440,"afonsos",15.7142857142857
201222,377,"AP5.2",356,"afonsos",18
201223,271,"AP5.2",268,"afonsos",18.8333333333333
201224,215,"AP5.2",219,"afonsos",17.5714285714286
201225,162,"AP5.2",133,"afonsos",18.6666666666667
201226,169,"AP5.2",83,"afonsos",15.4285714285714
201227,148,"AP5.2",37,"afonsos",15.4
201228,147,"AP5.2",28,"afonsos",14.1666666666667
201229,94,"AP5.2",18,"afonsos",15
201230,66,"AP5.2",18,"afonsos",15.2857142857143
201231,90,"AP5.2",17,"afonsos",16.4285714285714
201232,84,"AP5.2",16,"afonsos",13.6666666666667
201233,63,"AP5.2",19,"afonsos",16.1666666666667
201234,56,"AP5.2",16,"afonsos",16
201235,63,"AP5.2",9,"afonsos",15.1428571428571
201236,53,"AP5.2",3,"afonsos",15.5714285714286
201237,84,"AP5.2",9,"afonsos",18.5714285714286
201238,69,"AP5.2",6,"afonsos",19.2857142857143
201239,49,"AP5.2",4,"afonsos",14.5714285714286
201240,52,"AP5.2",5,"afonsos",17.1428571428571
201241,48,"AP5.2",6,"afonsos",19.5714285714286
201242,63,"AP5.2",11,"afonsos",17.1428571428571
201243,87,"AP5.2",3,"afonsos",20.8333333333333
201244,60,"AP5.2",10,"afonsos",21.4285714285714
201245,53,"AP5.2",11,"afonsos",21.2
201246,70,"AP5.2",4,"afonsos",19
201247,64,"AP5.2",5,"afonsos",19.2857142857143
201248,74,"AP5.2",12,"afonsos",20.8333333333333
201249,86,"AP5.2",12,"afonsos",22.2857142857143
201250,86,"AP5.2",16,"afonsos",24.5
201251,71,"AP5.2",10,NA,NA
201252,72,"AP5.2",11,NA,NA
201301,96,"AP5.2",52,NA,NA
201302,135,"AP5.2",58,"afonsos",20.5
201303,212,"AP5.2",67,"afonsos",20.8571428571429
201304,195,"AP5.2",100,"afonsos",20.5714285714286
201305,185,"AP5.2",95,"afonsos",20.6666666666667
201306,184,"AP5.2",69,"afonsos",20.8333333333333
201307,224,"AP5.2",105,"afonsos",23.1428571428571
201308,440,"AP5.2",204,"afonsos",23.5714285714286
201309,473,"AP5.2",301,"afonsos",21.1428571428571
201310,474,"AP5.2",302,"afonsos",21.7142857142857
201311,659,"AP5.2",396,"afonsos",22
201312,869,"AP5.2",343,"afonsos",20.8
201313,852,"AP5.2",387,"afonsos",20.8571428571429
201314,932,"AP5.2",528,"afonsos",20.4285714285714
201315,1369,"AP5.2",532,"afonsos",21.3333333333333
201316,783,"AP5.2",394,"afonsos",16.8571428571429
201317,601,"AP5.2",293,"afonsos",15.8571428571429
201318,443,"AP5.2",292,"afonsos",17.2857142857143
201319,368,"AP5.2",179,"afonsos",14.5714285714286
201320,304,"AP5.2",127,"afonsos",16.6666666666667
201321,206,"AP5.2",96,"afonsos",17.1666666666667
201322,193,"AP5.2",45,"afonsos",17
201323,164,"AP5.2",37,"afonsos",16.5714285714286
201324,146,"AP5.2",34,"afonsos",16.7142857142857
201325,150,"AP5.2",27,"afonsos",16.8571428571429
201326,123,"AP5.2",27,"afonsos",17.5714285714286
201327,88,"AP5.2",7,"afonsos",15.2
201328,90,"AP5.2",6,"afonsos",12.8571428571429
201329,84,"AP5.2",10,"afonsos",16.6666666666667
201330,57,"AP5.2",1,"afonsos",14.5714285714286
201331,148,"AP5.2",11,"afonsos",11.4285714285714
201332,155,"AP5.2",9,"afonsos",15.1428571428571
201333,71,"AP5.2",8,"afonsos",14.8571428571429
201334,97,"AP5.2",5,"afonsos",15.7142857142857
201335,63,"AP5.2",10,"afonsos",14.4285714285714
201336,55,"AP5.2",5,"afonsos",16.2857142857143
201337,46,"AP5.2",3,"afonsos",16.1666666666667
201338,115,"AP5.2",1,"afonsos",19.4285714285714
201339,45,"AP5.2",2,"afonsos",16.5714285714286
201340,56,"AP5.2",3,"afonsos",19.7142857142857
201341,53,"AP5.2",3,"afonsos",15.8571428571429
201342,57,"AP5.2",1,"afonsos",19.5714285714286
201343,69,"AP5.2",2,"afonsos",20.8571428571429
201344,66,"AP5.2",2,"afonsos",19
201345,54,"AP5.2",3,"afonsos",18.1428571428571
201346,63,"AP5.2",3,"afonsos",20.5714285714286
201347,86,"AP5.2",1,"afonsos",19.8571428571429
201348,74,"AP5.2",2,"afonsos",20.6666666666667
201349,60,"AP5.2",1,"afonsos",20.7142857142857
201350,NA,"AP5.2",1,"afonsos",21
201351,NA,"AP5.2",1,"afonsos",20
201352,NA,"AP5.2",1,"afonsos",21.1428571428571
201401,27,"AP5.2",3,"afonsos",23.2857142857143
201402,77,"AP5.2",14,"afonsos",23.1428571428571
201403,82,"AP5.2",25,"afonsos",22.2857142857143
201404,76,"AP5.2",11,"afonsos",22.4285714285714
201405,91,"AP5.2",9,"afonsos",22.8571428571429
201406,65,"AP5.2",14,"afonsos",25.3333333333333
201407,77,"AP5.2",18,"afonsos",22.4285714285714
201408,68,"AP5.2",19,"afonsos",20.2857142857143
201409,77,"AP5.2",5,"afonsos",22.1428571428571
201410,75,"AP5.2",3,"afonsos",22
201411,66,"AP5.2",9,"afonsos",22.4285714285714
201412,92,"AP5.2",10,"afonsos",22
201413,63,"AP5.2",8,"afonsos",19.7142857142857
201414,65,"AP5.2",15,"afonsos",21.2857142857143
201415,76,"AP5.2",11,"afonsos",19.7142857142857
201416,62,"AP5.2",5,"afonsos",19.5714285714286
201417,64,"AP5.2",4,"afonsos",18.7142857142857
201418,107,"AP5.2",3,"afonsos",13.7142857142857
201419,159,"AP5.2",11,"afonsos",17.2857142857143
201420,114,"AP5.2",5,"afonsos",13.5714285714286
201421,92,"AP5.2",9,"afonsos",17.4285714285714
201422,80,"AP5.2",10,"afonsos",16.5714285714286
201423,55,"AP5.2",3,"afonsos",15.1666666666667
201424,62,"AP5.2",4,"afonsos",17.8571428571429
201425,63,"AP5.2",6,"afonsos",16.2857142857143
201426,80,"AP5.2",5,"afonsos",13.2857142857143
201427,49,"AP5.2",8,"afonsos",16.8571428571429
201428,62,"AP5.2",9,"afonsos",16.8571428571429
201429,55,"AP5.2",8,"afonsos",14.7142857142857
201430,60,"AP5.2",5,"afonsos",14.4285714285714
201431,64,"AP5.2",12,"afonsos",13.8571428571429
201432,64,"AP5.2",8,"afonsos",12.8571428571429
201433,42,"AP5.2",12,"afonsos",14.2857142857143
201434,47,"AP5.2",7,"afonsos",15.6666666666667
201435,81,"AP5.2",13,"afonsos",15.2857142857143
201436,46,"AP5.2",11,"afonsos",16.8571428571429
201437,45,"AP5.2",2,"afonsos",15.8
201438,57,"AP5.2",9,"afonsos",18.5714285714286
201439,80,"AP5.2",5,"afonsos",17.4285714285714
201440,65,"AP5.2",10,"afonsos",19.5714285714286
201441,143,"AP5.2",5,"afonsos",16.4285714285714
201442,105,"AP5.2",6,"afonsos",19.8571428571429
201443,88,"AP5.2",6,"afonsos",19.1428571428571
201444,58,"AP5.2",13,"afonsos",20
201445,58,"AP5.2",1,"afonsos",22.1428571428571
201001,NA,"AP5.3",1,"afonsos",24.2857142857143
201002,NA,"AP5.3",0,"afonsos",24.1666666666667
201003,NA,"AP5.3",1,"afonsos",24.5
201004,NA,"AP5.3",0,"afonsos",23.6
201005,NA,"AP5.3",0,"afonsos",24.8571428571429
201006,NA,"AP5.3",1,"afonsos",24.2857142857143
201007,NA,"AP5.3",2,"afonsos",24.2857142857143
201008,NA,"AP5.3",2,"afonsos",24
201009,NA,"AP5.3",1,"afonsos",22.2
201010,NA,"AP5.3",2,"afonsos",23
201011,NA,"AP5.3",2,"afonsos",22.4285714285714
201012,NA,"AP5.3",1,"afonsos",22.8571428571429
201013,NA,"AP5.3",1,"afonsos",22.7142857142857
201014,NA,"AP5.3",1,"afonsos",20.1428571428571
201015,NA,"AP5.3",1,"afonsos",19.1428571428571
201016,NA,"AP5.3",3,"afonsos",21.6666666666667
201017,NA,"AP5.3",0,"afonsos",21
201018,NA,"AP5.3",4,"afonsos",20.4
201019,NA,"AP5.3",3,"afonsos",17.4285714285714
201020,NA,"AP5.3",0,"afonsos",18.4285714285714
201021,NA,"AP5.3",2,"afonsos",17.1428571428571
201022,NA,"AP5.3",4,"afonsos",17.5714285714286
201023,NA,"AP5.3",3,"afonsos",14.5
201024,NA,"AP5.3",0,"afonsos",13.5714285714286
201025,NA,"AP5.3",1,"afonsos",15.1428571428571
201026,NA,"AP5.3",2,"afonsos",14.7142857142857
201027,NA,"AP5.3",1,"afonsos",15.2857142857143
201028,NA,"AP5.3",4,"afonsos",18.3333333333333
201029,NA,"AP5.3",1,"afonsos",16.6
201030,NA,"AP5.3",2,"afonsos",17.8333333333333
201031,NA,"AP5.3",2,"afonsos",17
201032,NA,"AP5.3",0,"afonsos",15.7142857142857
201033,NA,"AP5.3",0,"afonsos",14.1428571428571
201034,NA,"AP5.3",0,"afonsos",15.5714285714286
201035,NA,"AP5.3",1,"afonsos",17.8571428571429
201036,NA,"AP5.3",2,"afonsos",17.8571428571429
201037,NA,"AP5.3",3,"afonsos",17.7142857142857
201038,NA,"AP5.3",0,"afonsos",17.8571428571429
201039,NA,"AP5.3",1,"afonsos",20.4
201040,NA,"AP5.3",0,"afonsos",18.2857142857143
201041,NA,"AP5.3",2,"afonsos",16.4285714285714
201042,NA,"AP5.3",0,"afonsos",17.4285714285714
201043,NA,"AP5.3",1,"afonsos",18.8333333333333
201044,NA,"AP5.3",3,"afonsos",20.2857142857143
201045,NA,"AP5.3",3,"afonsos",20.2857142857143
201046,NA,"AP5.3",5,"afonsos",18.1428571428571
201047,NA,"AP5.3",6,"afonsos",19.7142857142857
201048,NA,"AP5.3",7,"afonsos",20.3333333333333
201049,NA,"AP5.3",10,"afonsos",21
201050,NA,"AP5.3",13,"afonsos",21.8571428571429
201051,NA,"AP5.3",10,"afonsos",21.5
201052,NA,"AP5.3",10,"afonsos",20.4285714285714
201101,NA,"AP5.3",18,"afonsos",21.5714285714286
201102,NA,"AP5.3",37,"afonsos",21.7142857142857
201103,60,"AP5.3",37,"afonsos",21.5714285714286
201104,73,"AP5.3",42,"afonsos",22.1428571428571
201105,108,"AP5.3",70,"afonsos",21.1666666666667
201106,203,"AP5.3",112,"afonsos",22.1666666666667
201107,218,"AP5.3",136,"afonsos",21.4285714285714
201108,248,"AP5.3",97,"afonsos",21.8571428571429
201109,251,"AP5.3",83,"afonsos",21.8333333333333
201110,196,"AP5.3",73,"afonsos",21.8571428571429
201111,324,"AP5.3",187,"afonsos",20.8333333333333
201112,695,"AP5.3",307,"afonsos",20
201113,800,"AP5.3",391,"afonsos",20.4285714285714
201114,789,"AP5.3",501,"afonsos",19.1666666666667
201115,808,"AP5.3",512,"afonsos",20.2857142857143
201116,639,"AP5.3",340,"afonsos",19.3333333333333
201117,621,"AP5.3",321,"afonsos",18.5714285714286
201118,526,"AP5.3",322,"afonsos",18.1428571428571
201119,671,"AP5.3",296,"afonsos",16.5714285714286
201120,450,"AP5.3",245,"afonsos",14.5714285714286
201121,289,"AP5.3",213,"afonsos",14
201122,244,"AP5.3",150,"afonsos",14.1428571428571
201123,159,"AP5.3",111,"afonsos",11.8571428571429
201124,152,"AP5.3",84,"afonsos",12.2857142857143
201125,130,"AP5.3",50,"afonsos",14.1428571428571
201126,174,"AP5.3",26,"afonsos",13
201127,109,"AP5.3",18,"afonsos",13.8
201128,89,"AP5.3",12,"afonsos",13.6666666666667
201129,95,"AP5.3",2,"afonsos",14.1428571428571
201130,76,"AP5.3",3,"afonsos",13.1666666666667
201131,56,"AP5.3",10,"afonsos",15
201132,57,"AP5.3",7,"afonsos",16.2857142857143
201133,75,"AP5.3",9,"afonsos",15
201134,43,"AP5.3",6,"afonsos",16.6
201135,91,"AP5.3",4,"afonsos",14.7142857142857
201136,58,"AP5.3",14,"afonsos",15.1428571428571
201137,59,"AP5.3",3,"afonsos",16.8571428571429
201138,42,"AP5.3",5,"afonsos",16.8571428571429
201139,54,"AP5.3",7,"afonsos",15.1428571428571
201140,68,"AP5.3",5,"afonsos",18.4285714285714
201141,61,"AP5.3",13,"afonsos",20.1666666666667
201142,88,"AP5.3",14,"afonsos",16.1428571428571
201143,101,"AP5.3",11,"afonsos",18.6666666666667
201144,81,"AP5.3",15,"afonsos",16.2
201145,82,"AP5.3",15,"afonsos",18.7142857142857
201146,85,"AP5.3",18,"afonsos",18.8571428571429
201147,71,"AP5.3",19,"afonsos",19.8333333333333
201148,97,"AP5.3",18,"afonsos",19.4285714285714
201149,78,"AP5.3",25,"afonsos",21.2857142857143
201150,98,"AP5.3",15,"afonsos",20.1666666666667
201151,107,"AP5.3",16,"afonsos",20.5714285714286
201152,61,"AP5.3",13,"afonsos",21
201201,140,"AP5.3",44,"afonsos",19.6666666666667
201202,102,"AP5.3",42,"afonsos",21.1666666666667
201203,125,"AP5.3",33,"afonsos",22
201204,77,"AP5.3",36,"afonsos",21
201205,86,"AP5.3",38,"afonsos",20
201206,87,"AP5.3",36,"afonsos",21.2857142857143
201207,120,"AP5.3",45,"afonsos",20.75
201208,102,"AP5.3",73,"afonsos",22.3333333333333
201209,222,"AP5.3",89,"afonsos",21.6666666666667
201210,242,"AP5.3",104,"afonsos",22.1666666666667
201211,206,"AP5.3",122,"afonsos",21.5714285714286
201212,252,"AP5.3",150,"afonsos",20.5714285714286
201213,267,"AP5.3",150,"afonsos",20.8571428571429
201214,262,"AP5.3",191,"afonsos",20.7142857142857
201215,300,"AP5.3",345,"afonsos",21.1428571428571
201216,442,"AP5.3",372,"afonsos",19.4285714285714
201217,556,"AP5.3",336,"afonsos",19.7142857142857
201218,429,"AP5.3",416,"afonsos",17.3333333333333
201219,561,"AP5.3",304,"afonsos",16.5714285714286
201220,437,"AP5.3",226,"afonsos",16.4285714285714
201221,323,"AP5.3",174,"afonsos",15.7142857142857
201222,377,"AP5.3",170,"afonsos",18
201223,271,"AP5.3",138,"afonsos",18.8333333333333
201224,215,"AP5.3",86,"afonsos",17.5714285714286
201225,162,"AP5.3",74,"afonsos",18.6666666666667
201226,169,"AP5.3",44,"afonsos",15.4285714285714
201227,148,"AP5.3",38,"afonsos",15.4
201228,147,"AP5.3",5,"afonsos",14.1666666666667
201229,94,"AP5.3",16,"afonsos",15
201230,66,"AP5.3",6,"afonsos",15.2857142857143
201231,90,"AP5.3",9,"afonsos",16.4285714285714
201232,84,"AP5.3",14,"afonsos",13.6666666666667
201233,63,"AP5.3",10,"afonsos",16.1666666666667
201234,56,"AP5.3",13,"afonsos",16
201235,63,"AP5.3",9,"afonsos",15.1428571428571
201236,53,"AP5.3",6,"afonsos",15.5714285714286
201237,84,"AP5.3",2,"afonsos",18.5714285714286
201238,69,"AP5.3",7,"afonsos",19.2857142857143
201239,49,"AP5.3",4,"afonsos",14.5714285714286
201240,52,"AP5.3",2,"afonsos",17.1428571428571
201241,48,"AP5.3",1,"afonsos",19.5714285714286
201242,63,"AP5.3",1,"afonsos",17.1428571428571
201243,87,"AP5.3",1,"afonsos",20.8333333333333
201244,60,"AP5.3",1,"afonsos",21.4285714285714
201245,53,"AP5.3",1,"afonsos",21.2
201246,70,"AP5.3",2,"afonsos",19
201247,64,"AP5.3",0,"afonsos",19.2857142857143
201248,74,"AP5.3",1,"afonsos",20.8333333333333
201249,86,"AP5.3",8,"afonsos",22.2857142857143
201250,86,"AP5.3",7,"afonsos",24.5
201251,71,"AP5.3",6,NA,NA
201252,72,"AP5.3",7,NA,NA
201301,96,"AP5.3",16,NA,NA
201302,135,"AP5.3",16,"afonsos",20.5
201303,212,"AP5.3",22,"afonsos",20.8571428571429
201304,195,"AP5.3",35,"afonsos",20.5714285714286
201305,185,"AP5.3",42,"afonsos",20.6666666666667
201306,184,"AP5.3",42,"afonsos",20.8333333333333
201307,224,"AP5.3",30,"afonsos",23.1428571428571
201308,440,"AP5.3",92,"afonsos",23.5714285714286
201309,473,"AP5.3",123,"afonsos",21.1428571428571
201310,474,"AP5.3",164,"afonsos",21.7142857142857
201311,659,"AP5.3",206,"afonsos",22
201312,869,"AP5.3",207,"afonsos",20.8
201313,852,"AP5.3",155,"afonsos",20.8571428571429
201314,932,"AP5.3",158,"afonsos",20.4285714285714
201315,1369,"AP5.3",195,"afonsos",21.3333333333333
201316,783,"AP5.3",170,"afonsos",16.8571428571429
201317,601,"AP5.3",109,"afonsos",15.8571428571429
201318,443,"AP5.3",109,"afonsos",17.2857142857143
201319,368,"AP5.3",102,"afonsos",14.5714285714286
201320,304,"AP5.3",57,"afonsos",16.6666666666667
201321,206,"AP5.3",38,"afonsos",17.1666666666667
201322,193,"AP5.3",31,"afonsos",17
201323,164,"AP5.3",21,"afonsos",16.5714285714286
201324,146,"AP5.3",18,"afonsos",16.7142857142857
201325,150,"AP5.3",24,"afonsos",16.8571428571429
201326,123,"AP5.3",17,"afonsos",17.5714285714286
201327,88,"AP5.3",13,"afonsos",15.2
201328,90,"AP5.3",5,"afonsos",12.8571428571429
201329,84,"AP5.3",9,"afonsos",16.6666666666667
201330,57,"AP5.3",4,"afonsos",14.5714285714286
201331,148,"AP5.3",3,"afonsos",11.4285714285714
201332,155,"AP5.3",3,"afonsos",15.1428571428571
201333,71,"AP5.3",2,"afonsos",14.8571428571429
201334,97,"AP5.3",5,"afonsos",15.7142857142857
201335,63,"AP5.3",1,"afonsos",14.4285714285714
201336,55,"AP5.3",2,"afonsos",16.2857142857143
201337,46,"AP5.3",14,"afonsos",16.1666666666667
201338,115,"AP5.3",5,"afonsos",19.4285714285714
201339,45,"AP5.3",9,"afonsos",16.5714285714286
201340,56,"AP5.3",5,"afonsos",19.7142857142857
201341,53,"AP5.3",3,"afonsos",15.8571428571429
201342,57,"AP5.3",3,"afonsos",19.5714285714286
201343,69,"AP5.3",4,"afonsos",20.8571428571429
201344,66,"AP5.3",8,"afonsos",19
201345,54,"AP5.3",1,"afonsos",18.1428571428571
201346,63,"AP5.3",1,"afonsos",20.5714285714286
201347,86,"AP5.3",0,"afonsos",19.8571428571429
201348,74,"AP5.3",2,"afonsos",20.6666666666667
201349,60,"AP5.3",4,"afonsos",20.7142857142857
201350,NA,"AP5.3",1,"afonsos",21
201351,NA,"AP5.3",0,"afonsos",20
201352,NA,"AP5.3",0,"afonsos",21.1428571428571
201401,27,"AP5.3",1,"afonsos",23.2857142857143
201402,77,"AP5.3",5,"afonsos",23.1428571428571
201403,82,"AP5.3",3,"afonsos",22.2857142857143
201404,76,"AP5.3",4,"afonsos",22.4285714285714
201405,91,"AP5.3",2,"afonsos",22.8571428571429
201406,65,"AP5.3",5,"afonsos",25.3333333333333
201407,77,"AP5.3",5,"afonsos",22.4285714285714
201408,68,"AP5.3",5,"afonsos",20.2857142857143
201409,77,"AP5.3",2,"afonsos",22.1428571428571
201410,75,"AP5.3",2,"afonsos",22
201411,66,"AP5.3",6,"afonsos",22.4285714285714
201412,92,"AP5.3",8,"afonsos",22
201413,63,"AP5.3",4,"afonsos",19.7142857142857
201414,65,"AP5.3",7,"afonsos",21.2857142857143
201415,76,"AP5.3",12,"afonsos",19.7142857142857
201416,62,"AP5.3",2,"afonsos",19.5714285714286
201417,64,"AP5.3",9,"afonsos",18.7142857142857
201418,107,"AP5.3",7,"afonsos",13.7142857142857
201419,159,"AP5.3",8,"afonsos",17.2857142857143
201420,114,"AP5.3",18,"afonsos",13.5714285714286
201421,92,"AP5.3",13,"afonsos",17.4285714285714
201422,80,"AP5.3",13,"afonsos",16.5714285714286
201423,55,"AP5.3",4,"afonsos",15.1666666666667
201424,62,"AP5.3",4,"afonsos",17.8571428571429
201425,63,"AP5.3",3,"afonsos",16.2857142857143
201426,80,"AP5.3",6,"afonsos",13.2857142857143
201427,49,"AP5.3",2,"afonsos",16.8571428571429
201428,62,"AP5.3",1,"afonsos",16.8571428571429
201429,55,"AP5.3",2,"afonsos",14.7142857142857
201430,60,"AP5.3",1,"afonsos",14.4285714285714
201431,64,"AP5.3",5,"afonsos",13.8571428571429
201432,64,"AP5.3",11,"afonsos",12.8571428571429
201433,42,"AP5.3",1,"afonsos",14.2857142857143
201434,47,"AP5.3",9,"afonsos",15.6666666666667
201435,81,"AP5.3",4,"afonsos",15.2857142857143
201436,46,"AP5.3",7,"afonsos",16.8571428571429
201437,45,"AP5.3",3,"afonsos",15.8
201438,57,"AP5.3",6,"afonsos",18.5714285714286
201439,80,"AP5.3",4,"afonsos",17.4285714285714
201440,65,"AP5.3",2,"afonsos",19.5714285714286
201441,143,"AP5.3",1,"afonsos",16.4285714285714
201442,105,"AP5.3",6,"afonsos",19.8571428571429
201443,88,"AP5.3",4,"afonsos",19.1428571428571
201444,58,"AP5.3",6,"afonsos",20
201445,58,"AP5.3",0,"afonsos",22.1428571428571
