data,330455
2014-08-10,1
2014-08-11,9
2014-08-12,4
2014-08-13,9
2014-08-14,6
2014-08-15,5
2014-08-16,8
2014-08-17,5
2014-08-18,10
2014-08-19,6
2014-08-20,8
2014-08-21,12
2014-08-22,12
2014-08-23,5
2014-08-24,7
2014-08-25,20
2014-08-26,12
2014-08-27,7
2014-08-28,14
2014-08-29,11
2014-08-30,10
2014-08-31,5
2014-09-01,9
2014-09-02,10
2014-09-03,1
2014-09-04,9
2014-09-05,8
2014-09-06,4
2014-09-07,3
2014-09-08,4
2014-09-09,9
2014-09-10,9
2014-09-11,5
2014-09-12,3
2014-09-13,12
2014-09-14,7
2014-09-15,9
2014-09-16,11
2014-09-17,1
2014-09-18,14
2014-09-19,4
2014-09-20,11
2014-09-21,10
2014-09-22,6
2014-09-23,6
2014-09-24,25
2014-09-25,17
2014-09-26,9
2014-09-27,7
2014-09-28,7
2014-09-29,8
2014-09-30,17
2014-10-01,7
2014-10-02,11
2014-10-03,11
2014-10-04,4
2014-10-05,1
2014-10-06,11
2014-10-07,11
2014-10-08,5
2014-10-09,10
2014-10-10,1
2014-10-11,9
2014-10-12,6
2014-10-13,12
2014-10-14,20
2014-10-15,8
2014-10-16,14
2014-10-17,18
2014-10-18,27
2014-10-19,17
2014-10-20,11
2014-10-21,24
2014-10-22,5
2014-10-23,12
2014-10-24,8
2014-10-25,11
2014-10-26,4
2014-10-27,10
2014-10-28,12
2014-10-29,9
2014-10-30,8
2014-10-31,11
2014-11-01,4
2014-11-02,4
2014-11-03,6
2014-11-04,14
2014-11-05,15
2014-11-06,13
2014-11-07,3
2014-11-08,0
2014-11-09,9
2014-11-10,9
2014-11-11,3
2014-11-12,13
2014-11-13,3
2014-11-14,9
2014-11-15,1
2014-11-16,8
2014-11-17,9
2014-11-18,10
2014-11-19,3
2014-11-20,8
2014-11-21,6
2014-11-22,6
2014-11-23,5
2014-11-24,8
2014-11-25,14
2014-11-26,10
2014-11-27,6
2014-11-28,2
2014-11-29,1
2014-11-30,2
2014-12-01,9
2014-12-02,13
2014-12-03,6
2014-12-04,7
2014-12-05,1
2014-12-06,2
2014-12-07,5
2014-12-08,4
2014-12-09,3
2014-12-10,9
2014-12-11,11
2014-12-12,6
2014-12-13,8
2014-12-14,11
2014-12-15,2
2014-12-16,2
2014-12-17,4
2014-12-18,2
2014-12-19,4
2014-12-20,3
2014-12-21,7
2014-12-22,2
2014-12-23,9
2014-12-24,6
2014-12-25,3
2014-12-26,3
2014-12-27,10
2014-12-28,14
2014-12-29,12
2014-12-30,4
2014-12-31,1
2015-01-01,3
2015-01-02,1
2015-01-03,4
2015-01-04,5
2015-01-05,9
2015-01-06,6
2015-01-07,6
2015-01-08,3
2015-01-09,3
2015-01-10,5
2015-01-11,3
2015-01-12,7
2015-01-13,4
2015-01-14,8
2015-01-15,8
2015-01-16,16
2015-01-17,5
2015-01-18,3
2015-01-19,11
2015-01-20,17
2015-01-21,14
2015-01-22,7
2015-01-23,5
2015-01-24,5
2015-01-25,1
2015-01-26,11
2015-01-27,8
2015-01-28,7
2015-01-29,5
2015-01-30,10
2015-01-31,6
2015-02-01,3
2015-02-02,11
2015-02-03,11
2015-02-04,14
2015-02-05,10
2015-02-06,6
2015-02-07,9
2015-02-08,4
2015-02-09,10
2015-02-10,12
2015-02-11,7
2015-02-12,8
2015-02-13,5
2015-02-14,1
2015-02-15,5
2015-02-16,6
2015-02-17,10
2015-02-18,8
2015-02-19,7
2015-02-20,12
2015-02-21,9
2015-02-22,9
2015-02-23,1
2015-02-24,13
2015-02-25,15
2015-02-26,13
2015-02-27,19
2015-02-28,11
2015-03-01,14
2015-03-02,14
2015-03-03,7
2015-03-04,24
2015-03-05,17
2015-03-06,9
2015-03-07,9
2015-03-08,11
2015-03-09,12
2015-03-10,18
2015-03-11,10
2015-03-12,25
2015-03-13,37
2015-03-14,16
2015-03-15,9
2015-03-16,16
2015-03-17,29
2015-03-18,31
2015-03-19,9
2015-03-20,19
2015-03-21,24
2015-03-22,12
2015-03-23,31
2015-03-24,22
2015-03-25,19
2015-03-26,20
2015-03-27,26
2015-03-28,16
2015-03-29,14
2015-03-30,1
2015-03-31,33
2015-04-01,27
2015-04-02,31
2015-04-03,19
2015-04-04,16
2015-04-05,20
2015-04-06,33
2015-04-07,27
2015-04-08,19
2015-04-09,19
2015-04-10,1
2015-04-11,47
2015-04-12,29
2015-04-13,38
2015-04-14,71
2015-04-15,65
2015-04-16,62
2015-04-17,55
2015-04-18,29
2015-04-19,28
2015-04-20,37
2015-04-21,29
2015-04-22,37
2015-04-23,45
2015-04-24,1
2015-04-25,31
2015-04-26,44
2015-04-27,74
2015-04-28,45
2015-04-29,46
2015-04-30,46
2015-05-01,31
2015-05-02,35
2015-05-03,39
2015-05-04,78
2015-05-05,124
2015-05-06,97
2015-05-07,115
2015-05-08,97
2015-05-09,48
2015-05-10,27
2015-05-11,79
2015-05-12,55
2015-05-13,86
2015-05-14,79
2015-05-15,50
2015-05-16,32
2015-05-17,40
2015-05-18,42
2015-05-19,54
2015-05-20,65
2015-05-21,39
2015-05-22,43
2015-05-23,27
2015-05-24,34
2015-05-25,47
2015-05-26,47
2015-05-27,50
2015-05-28,48
2015-05-29,45
2015-05-30,24
2015-05-31,26
2015-06-01,17
2015-06-02,44
2015-06-03,32
2015-06-04,28
2015-06-05,32
2015-06-06,32
2015-06-07,12
2015-06-08,38
2015-06-09,31
2015-06-10,20
2015-06-11,22
2015-06-12,18
2015-06-13,15
2015-06-14,10
2015-06-15,20
2015-06-16,25
2015-06-17,28
2015-06-18,18
2015-06-19,8
2015-06-20,7
2015-06-21,13
2015-06-22,15
2015-06-23,24
2015-06-24,16
2015-06-25,16
2015-06-26,21
2015-06-27,13
2015-06-28,12
2015-06-29,23
2015-06-30,21
2015-07-01,28
2015-07-02,23
2015-07-03,12
2015-07-04,13
2015-07-05,4
2015-07-06,25
2015-07-07,17
2015-07-08,7
2015-07-09,22
2015-07-10,14
2015-07-11,10
2015-07-12,8
2015-07-13,7
2015-07-14,13
2015-07-15,8
2015-07-16,17
2015-07-17,16
2015-07-18,12
2015-07-19,20
2015-07-20,15
2015-07-21,12
2015-07-22,11
2015-07-23,23
2015-07-24,10
2015-07-25,13
2015-07-26,2
2015-07-27,13
2015-07-28,16
2015-07-29,17
2015-07-30,13
2015-07-31,10
2015-08-01,6
2015-08-02,11
2015-08-03,13
2015-08-04,9
2015-08-05,13
2015-08-06,5
2015-08-07,15
2015-08-08,14
2015-08-09,13
2015-08-10,15
2015-08-11,16
2015-08-12,8
2015-08-13,13
2015-08-14,10
2015-08-15,8
2015-08-16,5
2015-08-17,12
2015-08-18,22
2015-08-19,13
2015-08-20,12
2015-08-21,5
2015-08-22,10
2015-08-23,6
2015-08-24,9
2015-08-25,5
2015-08-26,12
2015-08-27,9
2015-08-28,11
2015-08-29,7
2015-08-30,6
2015-08-31,5
2015-09-01,12
2015-09-02,12
2015-09-03,16
2015-09-04,11
2015-09-05,8
2015-09-06,12
2015-09-07,9
2015-09-08,6
2015-09-09,30
2015-09-10,15
2015-09-11,12
2015-09-12,10
2015-09-13,10
2015-09-14,15
2015-09-15,18
2015-09-16,6
2015-09-17,16
2015-09-18,12
2015-09-19,11
2015-09-20,14
2015-09-21,7
2015-09-22,9
2015-09-23,1
2015-09-24,9
2015-09-25,6
2015-09-26,6
2015-09-27,2
2015-09-28,6
2015-09-29,18
2015-09-30,10
2015-10-01,8
2015-10-02,10
2015-10-03,5
2015-10-04,5
2015-10-05,9
2015-10-06,12
2015-10-07,19
2015-10-08,13
2015-10-09,12
2015-10-10,7
2015-10-11,11
2015-10-12,7
2015-10-13,13
2015-10-14,12
2015-10-15,13
2015-10-16,7
2015-10-17,6
2015-10-18,13
2015-10-19,20
2015-10-20,17
2015-10-21,17
2015-10-22,18
2015-10-23,9
2015-10-24,39
2015-10-25,28
