"nid","probRt1","n","terminal","regra","uf","regional","nRt1"
10,0.163265306122449,49,1,"inc_3 > 16.6901296024847 & temp_min_1 <= 23.8 & umid_min_1 > 73.2","AC","Baixo Acre e Purus",8
11,0.134831460674157,178,1,"inc_3 > 16.6901296024847 & temp_min_1 > 23.8","AC","Baixo Acre e Purus",24
6,0.0406626506024096,664,1,"inc_3 <= 16.6901296024847 & inc_3 > 0 & umid_min_1 > 55.7","AC","Baixo Acre e Purus",27
9,0.0405405405405405,592,1,"inc_3 > 16.6901296024847 & temp_min_1 <= 23.8 & umid_min_1 <= 73.2","AC","Baixo Acre e Purus",24
5,0.00529100529100529,378,1,"inc_3 <= 16.6901296024847 & inc_3 > 0 & umid_min_1 <= 55.7","AC","Baixo Acre e Purus",2
3,0.00467180565288484,4281,1,"inc_3 <= 16.6901296024847 & inc_3 <= 0","AC","Baixo Acre e Purus",20
3,0.103896103896104,77,1,"inc_3 > 163.298632373954","AC","Alto Acre",8
2,0.0119430408819476,2177,1,"inc_3 <= 163.298632373954","AC","Alto Acre",26
6,0.625,16,1,"umid_min_3 > 87.9 & umid_min_3 <= 88.9","AC","Juruá e Tarauacá/Envira",10
8,0.571428571428571,7,1,"umid_min_3 > 87.9 & umid_min_3 > 88.9 & umid_min_1 <= 57.8","AC","Juruá e Tarauacá/Envira",4
4,0.0846153846153846,390,1,"umid_min_3 <= 87.9 & inc_3 > 16.3385344334613","AC","Juruá e Tarauacá/Envira",33
9,0.0192307692307692,52,1,"umid_min_3 > 87.9 & umid_min_3 > 88.9 & umid_min_1 > 57.8","AC","Juruá e Tarauacá/Envira",1
3,0.00713359273670558,3084,1,"umid_min_3 <= 87.9 & inc_3 <= 16.3385344334613","AC","Juruá e Tarauacá/Envira",22
5,0.0509383378016086,373,1,"inc_3 > 10.5920982946722","AL","10ª Região de Saúde",19
4,0.0189075630252101,476,1,"inc_3 <= 10.5920982946722 & inc_3 > 0","AL","10ª Região de Saúde",9
3,0.00166527893422148,3603,1,"inc_3 <= 10.5920982946722 & inc_3 <= 0","AL","10ª Região de Saúde",6
5,0.102702702702703,185,1,"inc_3 > 5.7058085130663 & umid_max_1 > 91","AL","5ª Região de Saúde",19
4,0.0192307692307692,416,1,"inc_3 > 5.7058085130663 & umid_max_1 <= 91","AL","5ª Região de Saúde",8
2,0.00311607374707868,3851,1,"inc_3 <= 5.7058085130663","AL","5ª Região de Saúde",12
7,0.0581039755351682,654,1,"inc_3 > 23.6003896209777","AL","7ª Região de Saúde",38
6,0.030327868852459,1220,1,"inc_3 <= 23.6003896209777 & inc_3 > 0 & temp_min_1 > 23.7","AL","7ª Região de Saúde",37
5,0.00623052959501558,642,1,"inc_3 <= 23.6003896209777 & inc_3 > 0 & temp_min_1 <= 23.7","AL","7ª Região de Saúde",4
3,0.00230414746543779,8246,1,"inc_3 <= 23.6003896209777 & inc_3 <= 0","AL","7ª Região de Saúde",19
0,NA,45,NA,"no fit","AL","4ª Região de Saúde",NA
8,0.169291338582677,254,1,"inc_3 > 3.21838183662323 & temp_max_3 > 29.2 & temp_min_3 <= 24.7","AL","1ª Região de Saúde",43
9,0.0774193548387097,465,1,"inc_3 > 3.21838183662323 & temp_max_3 > 29.2 & temp_min_3 > 24.7","AL","1ª Região de Saúde",36
6,0.0661157024793388,363,1,"inc_3 > 3.21838183662323 & temp_max_3 <= 29.2 & umid_min_3 > 66.7","AL","1ª Região de Saúde",24
5,0.013681592039801,804,1,"inc_3 > 3.21838183662323 & temp_max_3 <= 29.2 & umid_min_3 <= 66.7","AL","1ª Região de Saúde",11
2,0.00528727529080014,5674,1,"inc_3 <= 3.21838183662323","AL","1ª Região de Saúde",30
5,0.0588235294117647,493,1,"inc_3 > 0 & umid_max_3 > 85.9","AL","8ª Região de Saúde",29
4,0.011400651465798,614,1,"inc_3 > 0 & umid_max_3 <= 85.9","AL","8ª Região de Saúde",7
2,0.00153609831029186,3906,1,"inc_3 <= 0","AL","8ª Região de Saúde",6
7,0.108635097493036,359,1,"inc_3 > 30.3997568019456","AL","3ª Região de Saúde",39
6,0.105590062111801,161,1,"inc_3 <= 30.3997568019456 & inc_3 > 1.51998784009728 & temp_max_1 > 30","AL","3ª Região de Saúde",17
5,0.0142857142857143,700,1,"inc_3 <= 30.3997568019456 & inc_3 > 1.51998784009728 & temp_max_1 <= 30","AL","3ª Região de Saúde",10
3,0.000527426160337553,5688,1,"inc_3 <= 30.3997568019456 & inc_3 <= 1.51998784009728","AL","3ª Região de Saúde",3
5,0.0677083333333333,192,1,"inc_3 > 52.4610399629687","AL","9ª Região de Saúde",13
4,0.0176899063475546,961,1,"inc_3 <= 52.4610399629687 & inc_3 > 8.57853650167281","AL","9ª Região de Saúde",17
3,0.00210498618602815,7601,1,"inc_3 <= 52.4610399629687 & inc_3 <= 8.57853650167281","AL","9ª Região de Saúde",16
3,0.0325842696629213,890,1,"inc_3 > 1.74538346074633","AL","6ª Região de Saúde",29
2,0.00119104335397808,4198,1,"inc_3 <= 1.74538346074633","AL","6ª Região de Saúde",5
5,0.0952380952380952,147,1,"inc_3 > 11.900511722004 & temp_min_1 > 24.4","AL","2ª Região de Saúde",14
4,0.0203562340966921,393,1,"inc_3 > 11.900511722004 & temp_min_1 <= 24.4","AL","2ª Região de Saúde",8
2,0.00254303599374022,5112,1,"inc_3 <= 11.900511722004","AL","2ª Região de Saúde",13
3,0.0698529411764706,272,1,"inc_3 > 0","AM","Triângulo",19
2,0.00145419292292777,2063,1,"inc_3 <= 0","AM","Triângulo",3
0,NA,39,NA,"no fit","AM","Alto Solimões",NA
3,0.0669144981412639,269,1,"inc_3 > 7.52841978468719","AM","Rio Negro e Solimões",18
2,0.00347480764457682,4029,1,"inc_3 <= 7.52841978468719","AM","Rio Negro e Solimões",14
5,0.114285714285714,70,1,"inc_3 > 56.9962952408094","AM","Rio Madeira",8
4,0.0303030303030303,693,1,"inc_3 <= 56.9962952408094 & inc_3 > 0","AM","Rio Madeira",21
3,0.00370027752081406,2162,1,"inc_3 <= 56.9962952408094 & inc_3 <= 0","AM","Rio Madeira",8
3,0.0465587044534413,1482,1,"inc_3 > 0","AM","Manaus, Entorno e Alto Rio Negro",69
2,0.00304311073541843,5915,1,"inc_3 <= 0","AM","Manaus, Entorno e Alto Rio Negro",18
0,NA,39,NA,"no fit","AM","Baixo Amazonas",NA
7,0.142857142857143,147,1,"inc_3 > 23.508668821628","AM","Regional Purus",21
5,0.0256410256410256,195,1,"inc_3 <= 23.508668821628 & inc_3 <= 0 & umid_max_1 > 99.3","AM","Regional Purus",5
6,0.0211267605633803,284,1,"inc_3 <= 23.508668821628 & inc_3 > 0","AM","Regional Purus",6
4,0.000629326620516048,1589,1,"inc_3 <= 23.508668821628 & inc_3 <= 0 & umid_max_1 <= 99.3","AM","Regional Purus",1
4,0.0862068965517241,58,1,"inc_3 <= 11.2044817927171 & umid_min_3 > 88.6","AM","Regional Juruá",5
5,0.0643776824034335,233,1,"inc_3 > 11.2044817927171","AM","Regional Juruá",15
3,0.00284321689683184,2462,1,"inc_3 <= 11.2044817927171 & umid_min_3 <= 88.6","AM","Regional Juruá",7
0,NA,39,NA,"no fit","AM","Médio Amazonas",NA
1,0.00551153978642783,2903,1,"","AP","Área Central",16
3,0.0393700787401575,381,1,"inc_3 > 0","AP","Área Norte",15
2,0.00386996904024768,2584,1,"inc_3 <= 0","AP","Área Norte",10
0,NA,45,NA,"no fit","AP","Área Sudoeste",NA
0,NA,45,NA,"no fit","BA","Seabra",NA
5,0.128491620111732,179,1,"inc_3 > 46.4072361537683","BA","Paulo Afonso",23
4,0.0348837209302326,774,1,"inc_3 <= 46.4072361537683 & inc_3 > 0","BA","Paulo Afonso",27
3,0.00076413652572593,3926,1,"inc_3 <= 46.4072361537683 & inc_3 <= 0","BA","Paulo Afonso",3
0,NA,45,NA,"no fit","BA","Alagoinhas",NA
5,0.0342275670675301,1081,1,"inc_3 > 7.7000077000077","BA","Ribeira do Pombal",37
4,0.0112201963534362,713,1,"inc_3 <= 7.7000077000077 & inc_3 > 1.85336199866558","BA","Ribeira do Pombal",8
3,0.00167828556674413,7746,1,"inc_3 <= 7.7000077000077 & inc_3 <= 1.85336199866558","BA","Ribeira do Pombal",13
11,0.304347826086957,46,1,"inc_3 > 7.23955693911533 & temp_min_1 > 26.4","BA","Serrinha",14
6,0.170731707317073,41,1,"inc_3 <= 7.23955693911533 & inc_3 > 0 & temp_min_1 > 26.3","BA","Serrinha",7
10,0.0878552971576227,774,1,"inc_3 > 7.23955693911533 & temp_min_1 <= 26.4 & temp_min_1 > 24.4","BA","Serrinha",68
9,0.0240963855421687,830,1,"inc_3 > 7.23955693911533 & temp_min_1 <= 26.4 & temp_min_1 <= 24.4","BA","Serrinha",20
5,0.0197255574614065,1166,1,"inc_3 <= 7.23955693911533 & inc_3 > 0 & temp_min_1 <= 26.3","BA","Serrinha",23
3,0.00152140838948055,9202,1,"inc_3 <= 7.23955693911533 & inc_3 <= 0","BA","Serrinha",14
0,NA,45,NA,"no fit","BA","Brumado",NA
7,0.175438596491228,57,1,"inc_3 > 16.4615075082765 & temp_max_1 > 32.3","BA","Jequié",10
6,0.0565326633165829,796,1,"inc_3 > 16.4615075082765 & temp_max_1 <= 32.3","BA","Jequié",45
4,0.0185614849187935,862,1,"inc_3 <= 16.4615075082765 & inc_3 > 0","BA","Jequié",16
3,0.00261602557891677,10321,1,"inc_3 <= 16.4615075082765 & inc_3 <= 0","BA","Jequié",27
7,0.0797720797720798,351,1,"inc_3 > 40.0152673635479","BA","Teixeira de Freitas",28
6,0.0568862275449102,334,1,"inc_3 <= 40.0152673635479 & inc_3 > 2.36680788620388 & temp_min_1 > 25.9","BA","Teixeira de Freitas",19
5,0.0138568129330254,866,1,"inc_3 <= 40.0152673635479 & inc_3 > 2.36680788620388 & temp_min_1 <= 25.9","BA","Teixeira de Freitas",12
3,0.00550098231827112,5090,1,"inc_3 <= 40.0152673635479 & inc_3 <= 2.36680788620388","BA","Teixeira de Freitas",28
13,0.341463414634146,82,1,"inc_3 > 17.7006814762368 & temp_min_1 > 28.2","BA","Itabuna",28
12,0.186206896551724,145,1,"inc_3 > 17.7006814762368 & temp_min_1 <= 28.2 & temp_max_1 > 30.6","BA","Itabuna",27
7,0.119047619047619,42,1,"inc_3 <= 17.7006814762368 & inc_3 > 3.12441417234269 & umid_max_3 <= 74.8","BA","Itabuna",5
11,0.049740932642487,965,1,"inc_3 > 17.7006814762368 & temp_min_1 <= 28.2 & temp_max_1 <= 30.6","BA","Itabuna",48
8,0.0196304849884527,866,1,"inc_3 <= 17.7006814762368 & inc_3 > 3.12441417234269 & umid_max_3 > 74.8","BA","Itabuna",17
5,0.00489596083231334,2451,1,"inc_3 <= 17.7006814762368 & inc_3 <= 3.12441417234269 & temp_min_2 > 26.4","BA","Itabuna",12
4,0.000970088924818108,6185,1,"inc_3 <= 17.7006814762368 & inc_3 <= 3.12441417234269 & temp_min_2 <= 26.4","BA","Itabuna",6
0,NA,45,NA,"no fit","BA","Santo Antônio de Jesus",NA
9,0.0297619047619048,168,1,"temp_max_2 > 29.3 & umid_min_1 > 64.1 & temp_min_3 > 26","BA","Feira de Santana",5
6,0.0238484155504737,3061,1,"temp_max_2 > 29.3 & umid_min_1 <= 64.1","BA","Feira de Santana",73
4,0.0129554655870445,2470,1,"temp_max_2 <= 29.3 & inc_3 > 1.77531314102926","BA","Feira de Santana",32
8,0.00613873542050338,1629,1,"temp_max_2 > 29.3 & umid_min_1 > 64.1 & temp_min_3 <= 26","BA","Feira de Santana",10
3,0.00085657180927001,10507,1,"temp_max_2 <= 29.3 & inc_3 <= 1.77531314102926","BA","Feira de Santana",9
9,0.3125,32,1,"inc_3 > 10.7473722674806 & temp_max_1 > 31.1 & umid_max_1 > 83","BA","Irecê",10
8,0.106870229007634,131,1,"inc_3 > 10.7473722674806 & temp_max_1 > 31.1 & umid_max_1 <= 83","BA","Irecê",14
6,0.0523690773067332,802,1,"inc_3 > 10.7473722674806 & temp_max_1 <= 31.1","BA","Irecê",42
4,0.031523642732049,571,1,"inc_3 <= 10.7473722674806 & umid_max_2 > 95.6","BA","Irecê",18
3,0.002710027100271,6273,1,"inc_3 <= 10.7473722674806 & umid_max_2 <= 95.6","BA","Irecê",17
5,0.0864197530864197,486,1,"inc_3 > 0.293145095096269 & temp_max_1 > 29.6","BA","Vitória da Conquista",42
4,0.0205371248025276,633,1,"inc_3 > 0.293145095096269 & temp_max_1 <= 29.6","BA","Vitória da Conquista",13
2,0.000965384084953799,7251,1,"inc_3 <= 0.293145095096269","BA","Vitória da Conquista",7
9,0.23728813559322,59,1,"inc_3 > 21.9226131754905 & temp_min_1 > 23.4 & umid_min_3 > 57","BA","Itaberaba",14
8,0.0373831775700935,107,1,"inc_3 > 21.9226131754905 & temp_min_1 > 23.4 & umid_min_3 <= 57","BA","Itaberaba",4
6,0.0258064516129032,310,1,"inc_3 > 21.9226131754905 & temp_min_1 <= 23.4","BA","Itaberaba",8
4,0.0182926829268293,656,1,"inc_3 <= 21.9226131754905 & inc_3 > 0","BA","Itaberaba",12
3,0.00193162062970833,5177,1,"inc_3 <= 21.9226131754905 & inc_3 <= 0","BA","Itaberaba",10
5,0.0552325581395349,688,1,"inc_3 > 9.95123892924669","BA","Senhor do Bonfim",38
4,0.0105820105820106,756,1,"inc_3 <= 9.95123892924669 & inc_3 > 1.25906526994359","BA","Senhor do Bonfim",8
3,0.000739827373612824,4055,1,"inc_3 <= 9.95123892924669 & inc_3 <= 1.25906526994359","BA","Senhor do Bonfim",3
11,0.224489795918367,98,1,"inc_3 > 22.1822940928551 & umid_min_3 > 52.4","BA","Barreiras",22
8,0.0961538461538462,104,1,"inc_3 <= 22.1822940928551 & inc_3 > 3.32734411392826 & umid_max_1 > 94.1","BA","Barreiras",10
10,0.0408921933085502,269,1,"inc_3 > 22.1822940928551 & umid_min_3 <= 52.4","BA","Barreiras",11
7,0.0142276422764228,492,1,"inc_3 <= 22.1822940928551 & inc_3 > 3.32734411392826 & umid_max_1 <= 94.1","BA","Barreiras",7
5,0.00719424460431655,1112,1,"inc_3 <= 22.1822940928551 & inc_3 <= 3.32734411392826 & umid_max_1 > 91.9","BA","Barreiras",8
4,0.000698324022346369,4296,1,"inc_3 <= 22.1822940928551 & inc_3 <= 3.32734411392826 & umid_max_1 <= 91.9","BA","Barreiras",3
11,0.256410256410256,78,1,"inc_3 > 16.2578240778375 & temp_min_2 > 26.3","BA","Ilhéus",20
10,0.103030303030303,165,1,"inc_3 > 16.2578240778375 & temp_min_2 <= 26.3 & temp_max_1 > 28.1","BA","Ilhéus",17
6,0.0397553516819572,327,1,"inc_3 <= 16.2578240778375 & temp_min_1 > 26.3","BA","Ilhéus",13
5,0.0141843971631206,705,1,"inc_3 <= 16.2578240778375 & temp_min_1 <= 26.3 & inc_3 > 1.25060185214134","BA","Ilhéus",10
9,0.00829875518672199,241,1,"inc_3 > 16.2578240778375 & temp_min_2 <= 26.3 & temp_max_1 <= 28.1","BA","Ilhéus",2
4,0.000630517023959647,3172,1,"inc_3 <= 16.2578240778375 & temp_min_1 <= 26.3 & inc_3 <= 1.25060185214134","BA","Ilhéus",2
5,0.6,10,1,"inc_3 > 11.1296605453534 & temp_min_2 > 26","BA","Ibotirama",6
4,0.0557377049180328,305,1,"inc_3 > 11.1296605453534 & temp_min_2 <= 26","BA","Ibotirama",17
2,0.00296176628971459,3714,1,"inc_3 <= 11.1296605453534","BA","Ibotirama",11
7,0.135593220338983,295,1,"temp_max_1 > 29.6 & inc_3 > 1.74831287807266","BA","Porto Seguro",40
4,0.0236220472440945,254,1,"temp_max_1 <= 29.6 & temp_max_3 > 29.9","BA","Porto Seguro",6
6,0.0141043723554302,709,1,"temp_max_1 > 29.6 & inc_3 <= 1.74831287807266","BA","Porto Seguro",10
3,0.00604337006754355,2813,1,"temp_max_1 <= 29.6 & temp_max_3 <= 29.9","BA","Porto Seguro",17
3,0.0520446096654275,807,1,"inc_3 > 5.02828409805154","BA","Santa Maria da Vitória",42
2,0.00211782826338082,5194,1,"inc_3 <= 5.02828409805154","BA","Santa Maria da Vitória",11
9,0.416666666666667,12,1,"umid_min_3 > 84.4 & temp_min_1 > 27.5","BA","Itapetinga",5
5,0.037593984962406,266,1,"umid_min_3 <= 84.4 & temp_min_3 <= 26.2 & inc_3 > 11.1263583429144","BA","Itapetinga",10
6,0.0191470844212359,2298,1,"umid_min_3 <= 84.4 & temp_min_3 > 26.2","BA","Itapetinga",44
4,0.00144456482484652,2769,1,"umid_min_3 <= 84.4 & temp_min_3 <= 26.2 & inc_3 <= 11.1263583429144","BA","Itapetinga",4
8,0,44,1,"umid_min_3 > 84.4 & temp_min_1 <= 27.5","BA","Itapetinga",0
0,NA,45,NA,"no fit","BA","Cruz das Almas",NA
9,0.0928074245939675,431,1,"inc_3 > 8.14133355043556 & temp_max_2 > 27.3","BA","Guanambi",40
3,0.0239043824701195,502,1,"inc_3 <= 8.14133355043556 & umid_max_3 <= 80.6","BA","Guanambi",12
8,0.0129533678756477,386,1,"inc_3 > 8.14133355043556 & temp_max_2 <= 27.3","BA","Guanambi",5
6,0.00964630225080386,311,1,"inc_3 <= 8.14133355043556 & umid_max_3 > 80.6 & inc_3 > 3.53240391861341","BA","Guanambi",3
5,0.000600889316187958,8321,1,"inc_3 <= 8.14133355043556 & umid_max_3 > 80.6 & inc_3 <= 3.53240391861341","BA","Guanambi",5
12,0.2,10,1,"inc_3 > 17.1320884015762 & temp_min_2 <= 25.2 & inc_3 > 491.089108910891","BA","Jacobina",2
13,0.0944206008583691,466,1,"inc_3 > 17.1320884015762 & temp_min_2 > 25.2","BA","Jacobina",44
8,0.0353982300884956,791,1,"inc_3 <= 17.1320884015762 & inc_3 > 0 & temp_min_3 > 24.3","BA","Jacobina",28
11,0.0237068965517241,928,1,"inc_3 > 17.1320884015762 & temp_min_2 <= 25.2 & inc_3 <= 491.089108910891","BA","Jacobina",22
5,0.0178173719376392,449,1,"inc_3 <= 17.1320884015762 & inc_3 <= 0 & temp_min_3 > 28.1","BA","Jacobina",8
7,0.0043956043956044,910,1,"inc_3 <= 17.1320884015762 & inc_3 > 0 & temp_min_3 <= 24.3","BA","Jacobina",4
4,0.0019559902200489,8180,1,"inc_3 <= 17.1320884015762 & inc_3 <= 0 & temp_min_3 <= 28.1","BA","Jacobina",16
0,NA,45,NA,"no fit","BA","Valença",NA
6,0.0909090909090909,33,1,"inc_3 <= 3.84098329172268 & inc_3 > 0 & temp_min_1 > 25.6","BA","Camaçari",3
7,0.0523809523809524,630,1,"inc_3 > 3.84098329172268","BA","Camaçari",33
5,0.0120845921450151,662,1,"inc_3 <= 3.84098329172268 & inc_3 > 0 & temp_min_1 <= 25.6","BA","Camaçari",8
3,0.000798084596967279,2506,1,"inc_3 <= 3.84098329172268 & inc_3 <= 0","BA","Camaçari",2
9,0.380952380952381,21,1,"inc_3 > 12.3761241646116 & temp_max_1 > 35.4","BA","Juazeiro",8
8,0.0712250712250712,351,1,"inc_3 > 12.3761241646116 & temp_max_1 <= 35.4","BA","Juazeiro",25
6,0.0217076700434153,691,1,"inc_3 <= 12.3761241646116 & inc_3 > 0.916749938119379","BA","Juazeiro",15
5,0.020979020979021,429,1,"inc_3 <= 12.3761241646116 & inc_3 <= 0.916749938119379 & temp_min_3 > 26.9","BA","Juazeiro",9
4,0.000275027502750275,3636,1,"inc_3 <= 12.3761241646116 & inc_3 <= 0.916749938119379 & temp_min_3 <= 26.9","BA","Juazeiro",1
9,0.0874831763122476,743,1,"temp_max_1 > 28.8 & inc_3 > 0","BA","Salvador",65
6,0.0205198358413133,731,1,"temp_max_1 <= 28.8 & temp_max_3 > 28.5","BA","Salvador",15
5,0.00934579439252336,963,1,"temp_max_1 <= 28.8 & temp_max_3 <= 28.5 & inc_3 > 0.034641656314585","BA","Salvador",9
8,0.00691562932226833,1446,1,"temp_max_1 > 28.8 & inc_3 <= 0","BA","Salvador",10
4,0.000798722044728434,2504,1,"temp_max_1 <= 28.8 & temp_max_3 <= 28.5 & inc_3 <= 0.034641656314585","BA","Salvador",2
7,0.212121212121212,99,1,"inc_3 > 4.39405923191845 & umid_max_1 > 95.7","CE","Brejo Santo",21
6,0.0458372310570627,1069,1,"inc_3 > 4.39405923191845 & umid_max_1 <= 95.7","CE","Brejo Santo",49
4,0.0225563909774436,266,1,"inc_3 <= 4.39405923191845 & inc_3 > 0","CE","Brejo Santo",6
3,0.00327283546563523,3361,1,"inc_3 <= 4.39405923191845 & inc_3 <= 0","CE","Brejo Santo",11
13,0.364864864864865,74,1,"inc_3 > 7.60745530620008 & temp_min_3 > 27.9 & umid_max_3 > 73.9","CE","Maracanaú",27
12,0.1171875,128,1,"inc_3 > 7.60745530620008 & temp_min_3 > 27.9 & umid_max_3 <= 73.9","CE","Maracanaú",15
10,0.0924574209245742,411,1,"inc_3 > 7.60745530620008 & temp_min_3 <= 27.9 & umid_max_1 > 78.6","CE","Maracanaú",38
6,0.0292397660818713,855,1,"inc_3 <= 7.60745530620008 & inc_3 > 0","CE","Maracanaú",25
9,0.0199004975124378,201,1,"inc_3 > 7.60745530620008 & temp_min_3 <= 27.9 & umid_max_1 <= 78.6","CE","Maracanaú",4
5,0.0178571428571429,280,1,"inc_3 <= 7.60745530620008 & inc_3 <= 0 & umid_min_3 > 63.2","CE","Maracanaú",5
4,0.00134468848050202,2231,1,"inc_3 <= 7.60745530620008 & inc_3 <= 0 & umid_min_3 <= 63.2","CE","Maracanaú",3
3,0.053156146179402,602,1,"inc_3 > 9.1681437564941","CE","Acaraú",32
2,0.0054858934169279,3828,1,"inc_3 <= 9.1681437564941","CE","Acaraú",21
6,0.0847457627118644,59,1,"inc_3 <= 12.3862017712269 & umid_max_1 > 91.7 & inc_3 > 6.33392449961996","CE","Iguatu",5
7,0.0586666666666667,375,1,"inc_3 > 12.3862017712269","CE","Iguatu",22
5,0.00965018094089264,829,1,"inc_3 <= 12.3862017712269 & umid_max_1 > 91.7 & inc_3 <= 6.33392449961996","CE","Iguatu",8
3,0.00117405341943058,3407,1,"inc_3 <= 12.3862017712269 & umid_max_1 <= 91.7","CE","Iguatu",4
6,0.12,25,1,"umid_max_3 <= 93.3 & temp_max_2 > 38.7","CE","Tauá",3
7,0.0448343079922027,513,1,"umid_max_3 > 93.3","CE","Tauá",23
5,0.0244399185336049,491,1,"umid_max_3 <= 93.3 & temp_max_2 <= 38.7 & temp_max_2 > 33.7","CE","Tauá",12
4,0.00197628458498024,1012,1,"umid_max_3 <= 93.3 & temp_max_2 <= 38.7 & temp_max_2 <= 33.7","CE","Tauá",2
10,0.285714285714286,7,1,"inc_3 > 10.8348231215125 & umid_min_1 <= 28.9 & temp_min_1 > 27.3","CE","Sobral",2
11,0.0724576271186441,2360,1,"inc_3 > 10.8348231215125 & umid_min_1 > 28.9","CE","Sobral",171
6,0.0611353711790393,229,1,"inc_3 <= 10.8348231215125 & inc_3 > 0 & umid_min_1 > 65.2","CE","Sobral",14
5,0.0163934426229508,1525,1,"inc_3 <= 10.8348231215125 & inc_3 > 0 & umid_min_1 <= 65.2","CE","Sobral",25
3,0.00360177318064278,10828,1,"inc_3 <= 10.8348231215125 & inc_3 <= 0","CE","Sobral",39
9,0.00277008310249307,361,1,"inc_3 > 10.8348231215125 & umid_min_1 <= 28.9 & temp_min_1 <= 27.3","CE","Sobral",1
11,0.2,105,1,"inc_3 > 16.9376693766938 & umid_max_1 > 96.6","CE","Crato",21
10,0.138888888888889,108,1,"inc_3 > 16.9376693766938 & umid_max_1 <= 96.6 & temp_min_1 > 26.5","CE","Crato",15
6,0.131147540983607,61,1,"inc_3 <= 16.9376693766938 & inc_3 > 0.751704489930918 & umid_max_2 > 95.1","CE","Crato",8
9,0.046875,448,1,"inc_3 > 16.9376693766938 & umid_max_1 <= 96.6 & temp_min_1 <= 26.5","CE","Crato",21
5,0.017426273458445,746,1,"inc_3 <= 16.9376693766938 & inc_3 > 0.751704489930918 & umid_max_2 <= 95.1","CE","Crato",13
3,0.00252578404546411,4751,1,"inc_3 <= 16.9376693766938 & inc_3 <= 0.751704489930918","CE","Crato",12
7,0.167464114832536,209,1,"inc_3 > 26.715645349808 & umid_max_1 > 86.2","CE","Limoeiro do Norte",35
6,0.0371428571428571,350,1,"inc_3 > 26.715645349808 & umid_max_1 <= 86.2","CE","Limoeiro do Norte",13
4,0.0227272727272727,924,1,"inc_3 <= 26.715645349808 & inc_3 > 2.88716941910151","CE","Limoeiro do Norte",21
3,0.00246305418719212,3654,1,"inc_3 <= 26.715645349808 & inc_3 <= 2.88716941910151","CE","Limoeiro do Norte",9
5,0.0842332613390929,463,1,"inc_3 > 0 & umid_min_1 > 45.9","CE","Itapipoca",39
4,0.0257510729613734,932,1,"inc_3 > 0 & umid_min_1 <= 45.9","CE","Itapipoca",24
2,0.00171821305841924,2910,1,"inc_3 <= 0","CE","Itapipoca",5
7,0.110671936758893,506,1,"inc_3 > 7.66677984294054 & temp_min_1 > 27.7","CE","Caucaia",56
6,0.0474860335195531,716,1,"inc_3 > 7.66677984294054 & temp_min_1 <= 27.7","CE","Caucaia",34
4,0.0332541567695962,842,1,"inc_3 <= 7.66677984294054 & inc_3 > 0","CE","Caucaia",28
3,0.00416054821341165,4086,1,"inc_3 <= 7.66677984294054 & inc_3 <= 0","CE","Caucaia",17
13,0.37037037037037,189,1,"temp_min_1 > 26.2 & umid_max_1 > 77.3 & inc_3 > 0.111664803105175","CE","Fortaleza",70
6,0.285714285714286,14,1,"temp_min_1 <= 26.2 & temp_min_3 > 28.3","CE","Fortaleza",4
5,0.166666666666667,18,1,"temp_min_1 <= 26.2 & temp_min_3 <= 28.3 & umid_max_2 > 98.3","CE","Fortaleza",3
10,0.142342342342342,555,1,"temp_min_1 > 26.2 & umid_max_1 <= 77.3 & temp_min_1 > 27.9","CE","Fortaleza",79
9,0.0434782608695652,276,1,"temp_min_1 > 26.2 & umid_max_1 <= 77.3 & temp_min_1 <= 27.9","CE","Fortaleza",12
4,0.020812685827552,1009,1,"temp_min_1 <= 26.2 & temp_min_3 <= 28.3 & umid_max_2 <= 98.3","CE","Fortaleza",21
12,0,103,1,"temp_min_1 > 26.2 & umid_max_1 > 77.3 & inc_3 <= 0.111664803105175","CE","Fortaleza",0
3,0.0683918669131238,541,1,"inc_3 > 17.3391130376792","CE","Aracati",37
2,0.0054525627044711,1834,1,"inc_3 <= 17.3391130376792","CE","Aracati",10
5,0.0769230769230769,78,1,"inc_3 > 182.79864729001","CE","Baturité",6
4,0.0316901408450704,284,1,"inc_3 <= 182.79864729001 & umid_max_1 > 95","CE","Baturité",9
3,0.0053946621237933,3522,1,"inc_3 <= 182.79864729001 & umid_max_1 <= 95","CE","Baturité",19
8,0.230769230769231,26,1,"inc_3 <= 41.851218916751 & inc_3 > 10.4628047291877 & umid_min_1 > 77.6","CE","Cratéus",6
9,0.076056338028169,355,1,"inc_3 > 41.851218916751","CE","Cratéus",27
7,0.0235081374321881,553,1,"inc_3 <= 41.851218916751 & inc_3 > 10.4628047291877 & umid_min_1 <= 77.6","CE","Cratéus",13
5,0.0145228215767635,1446,1,"inc_3 <= 41.851218916751 & inc_3 <= 10.4628047291877 & umid_max_2 > 94.1","CE","Cratéus",21
4,0.00181159420289855,3864,1,"inc_3 <= 41.851218916751 & inc_3 <= 10.4628047291877 & umid_max_2 <= 94.1","CE","Cratéus",7
5,0.0565371024734982,283,1,"inc_3 > 27.8747689328365","CE","Icó",16
4,0.022887323943662,568,1,"inc_3 <= 27.8747689328365 & inc_3 > 3.17540962784199","CE","Icó",13
3,0.00244584206848358,2862,1,"inc_3 <= 27.8747689328365 & inc_3 <= 3.17540962784199","CE","Icó",7
